"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"Á¦Ãµ","¿ùÆò±Õ","",".031",".029",".03",".037",".034",".03",".022",".031",".036",".048",".055",".048",".05",".04",".044",".034",".027",".026",".014",".016",".019",".022",".023",".024",".022",".021",".024",".02",".021",".02",".016",".015",".017",".022",".03",".03",".027",".028",".027",".021",".02",".02",".018",".019",".011",".013",".016",".026",".033",".023","0.023*",".025",".022",".018",".019",".023",".02",".027",".032",".029",".036",".028",".025",".022",".019",".017",".011",".011",".009",".013",".026",".024",".021",".024",".02",".013",".01","",".011",".009",".011",".016",".019",".023",".02",".018",".017",".014",".013",".011",".01",".011",".011",".014",".018",".018",".022",".017",".016",".013",".012",".01",".009",".009",".013",".015",".022",".022",".0208",".0197",".0195",".0142",".0126",".0109",".0093",".0087",".0101",".0137",".016",".019",
"Ã»¿ø","¿ùÆò±Õ","",".032",".025",".021",".025",".018",".017",".014",".012",".017",".023",".03",".027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"´Ü¾ç","¿ùÆò±Õ","",".022",".018",".017",".016",".013",".01",".01",".011",".012",".017",".019",".02",".02",".016",".018",".013",".013",".014",".01",".012",".011",".012",".015",".018",".019",".016",".015",".012",".012",".011",".015",".017",".017",".02",".025",".026",".027",".025",".028",".021",".022",".025",".015",".012",".014",".016",".021",".022",".021",".021",".018",".014",".014",".016",".013",".013",".014",".015",".018",".019",".021",".017",".016",".012",".012",".009",".008",".008",".008",".013",".012",".013",".012",".011",".013",".009",".008",".008",".006",".006",".008",".011",".013",".016",".013",".012",".011",".01",".008",".008",".009",".009",".008",".015",".021",".022",".025",".017",".016",".014",".01",".008",".007",".008",".009",".011",".016",".018",".017",".0169",".0147",".0096",".0097",".0089",".0073",".0062",".0075",".0115",".0136",".0156",
"ÁøÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".011",".01",".013",".018",".024",".02",".025",".023",".02",".015",".008",".007",".003",".009",".016",".019",".025",".024",".027",".023",".021",".018",".013",".01",".011",".013",".016",".022",".033",".031",".031",".027",".021",".018",".016",".013",".011",".011",".015",".02",".026",".027",".026",".023",".014","0.010*",".009",".009",".008",".007",".01",".015",".02",".021",".02",".017",".015",".011",".01",".009","0.008**",".008",".009",".013",".018",".022",".024",".018",".015",".011",".009",".007",".007",".007",".01",".013",".019",".022",".0206",".0185",".0144",".0104",".0087",".0079",".0066",".0073",".0086",".0125",".0146",".019",
"¿ÁÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".014",".011",".009",".01",".017",".015",".021",".02",".021",".02",".016",".018",".013",".015",".017",".019",".02",".023",".032",".028",".028",".026",".022",".019",".018",".012",".01",".011",".012",".015",".021",".024",".022",".02",".019",".015",".012",".012",".013",".011",".016",".021",".02","0.018*","0.020*",".022",".023",".02",".016",".017",".013",".013",".013",".02",".024",".025",".026",".022",".022",".019",".016",".011",".011",".011",".013",".014",".019",".02",".0191",".0201",".0192",".0139",".0126",".0096",".0091",".0082",".0099",".0133",".0151",".0173",
"¿µµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".008",".009",".009",".01",".011",".011",".013",".019",".02",".02",".018",".016",".012",".009",".007",".005",".006",".007",".009",".014",".018",".017",".014",".013","0.010*",".008",".008",".006",".006",".007",".011",".013",".016",".015",".013",".012",".01",".009",".008",".006",".006",".006",".009",".013",".014","0.015*",".013",".012",".01",".008",".006",".006",".005",".006",".008",".013",".014",".0137",".0146",".0139",".0087",".0075",".0061",".0052",".0048",".0055",".0082",".0108",".0121",
"ÁõÆò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".011",".009",".011",".016",".016",".014",".017",".027",".027",".028",".026",".022",".018",".017",".014",".011",".01",".011",".015",".022",".023",".022",".019",".017",".01",".008",".007",".006",".006",".007",".01",".018",".02",".02",".017",".016","0.014*","","",".008",".007",".007",".01",".014",".016",".017",".014",".012",".011",".009",".007",".006",".006",".006",".009",".014",".016",".014",".0141",".0124",".0093",".0076",".0067",".0052",".0055",".0058",".0084",".0115",".0127",
"º¸Àº","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".015",".012",".009",".009",".009",".007",".007",".008",".01",".015",".017",".015",".013",".01",".009",".007",".008",".006",".007",".007",".011",".014",".016",".016",".014",".012",".009",".008",".007",".006",".006",".006",".009",".012",".014",".017",".014",".011","0.008*",".007",".005",".005",".005",".005",".008",".012",".015",".0133",".0128",".0104",".0071",".0049",".0042",".0041",".0039",".0043",".0072",".0093",".0107",
"µµÆò±Õ","¿ùÆò±Õ","",".035",".027",".026",".026",".02",".017",".015",".014",".018",".025",".033",".031",".031",".025",".028",".019",".018",".016",".011",".013",".015",".021",".022",".026",".025",".023",".025",".02",".017",".015",".014",".014",".015",".02",".027",".027",".027",".026",".025",".019",".016",".015",".013",".013",".016",".016",".023",".025",".029",".025",".02",".017",".014",".015",".016",".016",".017",".021",".029",".027",".029",".026",".022",".017",".016",".013",".01",".011",".012",".016",".023",".025",".023",".02",".016",".013",".01",".01",".008",".008",".01",".015",".018",".021",".019",".017",".016",".013",".011",".01",".008",".009",".009",".013",".018",".019",".021",".017",".015",".012",".01",".008",".007",".007",".009",".012",".018",".02",".0185",".0181",".016",".0113",".01",".0086",".0073",".0072",".0081",".0117",".0141",".0167",
"Ãµ¾È","¿ùÆò±Õ","",".034",".033",".03",".03",".018",".012",".011",".012",".018",".023",".026",".022",".025",".022",".025",".021",".019",".017",".013",".015",".025",".025",".031",".032",".026",".022",".023",".024",".023",".019",".017",".02",".024",".024",".026",".027",".026",".024",".026",".019",".016",".015",".015",".014",".018",".026",".03",".032",".032",".029",".025",".024",".019",".017",".014",".013",".016",".022",".033",".031",".034",".029",".028",".023",".021",".018",".014",".015",".016",".022",".028",".026",".025",".022","0.019*","0.015*","0.013*",".014",".012",".01",".012",".019",".023",".025",".024",".021",".022",".017",".014",".013",".011",".012",".011",".017","0.022*",".025",".027",".022",".02",".017",".013",".01",".01",".01",".013",".019",".025",".025",".024",".0255",".0212",".0148","0.0135*","0.0114*",".0095",".0102",".0115",".0172",".0173",".0219",
"´çÁø","¿ùÆò±Õ","",".014",".018",".011",".013",".009",".01",".009",".009",".011",".015",".016",".015",".016",".011",".014",".012",".011",".012",".01",".01",".013",".011",".017",".019",".013",".01",".01",".017",".014",".014",".009",".013",".01",".016",".014",".015",".012",".01",".011",".01",".008",".009",".008",".01",".012",".011","0.010*","0.011**","0.020*",".019",".017",".016",".014",".011",".008",".01",".013",".016",".021",".021",".021",".019",".016",".015",".012","0.011*",".008",".009",".011",".014",".017",".019",".021",".018",".016",".012",".011",".012",".011",".007",".012",".016",".018",".018",".02",".017",".018",".015",".011",".011",".012",".011",".011",".012","0.016**",".018",".019",".014",".015",".013",".01",".008",".008",".006",".01",".012",".015",".015",".0149",".0165",".0144",".0106",".0099",".0082",".0063",".0072",".0088",".01",".0109",".0154",
"¼­»ê","¿ùÆò±Õ","",".019",".021",".015",".019",".012",".011",".013",".013",".017",".021",".023",".019",".021",".018",".02",".016",".014",".012",".009",".016",".03",".027",".031",".028",".022",".021",".022",".027",".016",".014",".011",".013",".014",".023",".029",".029",".028",".026",".028",".02",".015",".015",".009",".013",".015",".015",".015",".016",".021",".018",".018",".015",".014",".011",".01",".01",".013",".018",".023",".02",".022",".019",".018",".016",".011",".01",".008",".009",".011",".014",".019",".018",".02",".017",".015",".011",".011",".011",".01",".007",".01","0.014*",".017",".018",".02",".018",".018",".015",".011",".011",".01",".01",".009",".011",".015",".017",".018",".015",".014",".011",".009",".007",".007",".006",".009",".011",".016",".015",".0153",".0176",".0149",".0112",".0102",".0081",".007",".0082",".0099",".0108",".0111",".0156",
"¾Æ»ê","¿ùÆò±Õ","",".031",".026",".019",".019",".019",".012",".009",".017",".02",".019",".02",".02",".024",".021",".021",".014",".017",".018",".013","0.01**","0.012*",".014",".016",".019",".023",".015",".016",".016",".014",".016",".012",".014",".014",".026",".032",".033","0.033*",".029",".028",".019",".021",".021",".015",".017",".024",".023",".022",".023",".026",".025","0.021**",".017",".013",".012",".009",".01",".012",".017",".025",".022",".024",".022",".019",".017",".014",".011",".009",".01",".012",".016",".02",".021",".022",".019",".016",".012",".011",".01",".01",".008",".012",".018",".02",".022",".021",".018",".018",".014",".012",".012",".01",".01",".01",".015",".019",".021",".022",".018",".017",".014",".01",".008",".008",".008",".011",".013",".018",".02",".0187",".0207",".0172",".0118",".0115",".0092",".0084","0.0084*",".0094",".0121",".013",".0173",
"³í»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".01",".01",".014",".017",".019",".023",".025",".021",".014",".012",".01",".009",".006",".009",".011",".017",".024",".023",".023",".022",".018",".015",".013",".011",".009",".01",".011",".014",".021",".022",".021",".018",".015",".013",".01",".009",".008",".007",".009",".016",".019",".021",".019",".016",".015",".013",".009",".008",".007",".008",".008",".013",".016",".017",".019",".016",".014",".012",".01",".006",".006",".007",".009",".012",".017",".017",".0164",".0178",".0155",".0104",".0091",".0064",".006",".0067",".0086",".0115",".0125",".0155",
"ÅÂ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".007","0.009*",".009",".012",".013",".014",".014",".013",".01",".009",".01",".006",".007",".008",".011",".014",".013",".013",".012",".013",".012",".009",".007",".006",".007",".007",".008",".012",".012",".015",".013",".012",".009",".009",".009",".008",".006",".008",".012",".015",".012",".014",".014",".014",".011",".008",".008",".007",".007",".007",".009",".012",".013",".013",".011",".011",".009",".007",".005",".006",".005",".008",".01",".014",".012",".013",".0147",".0128",".0106",".0087",".0071",".0057",".0068",".008",".0087",".0088",".0124",
"º¸·É","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".006",".009",".012",".012",".015",".016",".015",".011",".008",".006","0.006*",".005",".006",".007",".011",".017",".015",".017",".014",".012",".011",".009",".007",".006",".006",".007",".01",".014",".012",".014",".014",".011",".009",".007",".007",".006",".004",".005",".011",".013",".016",".016",".014",".014",".011",".008",".008",".007",".006",".005",".009",".012",".014",".017",".012",".011",".01",".007",".006",".006",".005",".006",".01",".014",".013",".0131",".014",".0121",".0094",".0078",".0054",".004",".0057",".0067",".0092",".0102",".012",
"È«¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".009",".01",".012",".015",".017",".022",".022",".018",".012",".011",".007",".006",".007",".008",".009",".015",".023",".022",".022",".019",".013",".012",".01",".008",".007",".007",".008",".011",".017",".017",".017",".015",".011",".009",".008",".007",".007",".005",".007",".013",".015",".016",".016",".013",".014",".011",".008",".007",".007",".007",".007",".011",".015",".017",".019",".013",".012",".009",".007",".006",".006",".005",".008",".01",".016",".018",".0165",".0173",".0145",".0104",".0085",".0067",".006",".0063",".0067",".0082",".0093",".0139",
"°øÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".008",".01",".013",".016",".017",".019",".016",".01",".007",".004",".006",".006",".006",".008",".012",".023",".019",".018",".016",".012",".01",".008",".006",".005",".005",".007",".008",".013",".015",".013",".011",".009",".006",".005",".006",".006",".005",".006",".01",".013",".015",".016",".012",".012",".009",".007",".007",".007","0.007*","0.006**",".01",".012",".015",".016",".012",".011",".009",".006",".005",".005","0.006**",".007",".009",".013",".015",".0132",".0129",".011",".0077",".0066",".0052",".0048",".0055",".0064",".0085",".0106",".0143",
"ºÎ¿©","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".008",".01",".014",".017",".017",".021",".022",".019",".012",".007",".007",".006",".007",".007",".01",".015",".024",".023",".024",".02",".018",".013",".013",".011",".008",".007",".008",".01",".016",".019",".021",".018",".013",".01",".009",".009",".008",".007",".009",".014",".018",".015",".012",".009",".007",".008",".009",".008",".007",".007",".008",".011",".015",".017",".019",".016","0.013*",".011",".009",".007",".007",".007",".008",".012",".017",".018",".0173",".0158",".0131",".0095",".0081",".0068",".0056",".0062",".0079",".0099",".0127",".016",
"Ã»¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.016*",".016",".015",".009",".007",".005",".005",".005",".006",".006",".009",".015",".014",".015",".013",".011",".009",".007",".005",".005",".005",".005",".008",".012",".013",".014",".01",".009",".007",".005",".005",".006",".005",".005",".009",".011",".012",".013",".009",".01",".008",".006",".005",".005",".005",".005",".008",".01",".013",".014",".011",".009",".007",".006",".005",".005",".004",".005",".007",".01",".012",".0114",".0114",".0085",".0064",".0051",".0043",".0038",".004",".0048",".0059",".0076",".0101",
"±Ý»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.020**","0.020*",".02",".013",".009",".007",".008",".007",".007",".008",".013",".02",".02",".022",".018",".014",".011",".01",".008",".007",".006",".007",".01",".016",".018",".017",".015",".012",".01",".007",".008",".007",".007",".008",".012",".017",".02",".019",".016",".013","0.009*",".007",".006",".006",".007",".007",".011",".016",".017",".019",".016",".012",".009",".008",".006",".006",".006",".006",".009",".015",".019",".0172",".0162",".0122",".0077",".0064",".0057",".0043","0.0047*",".0048",".0063",".0118",".0163",
"¿¹»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".009",".009",".012","0.015*",".017",".018",".022",".02",".014",".011",".008",".008",".007",".007",".009",".014",".022",".021",".02",".019",".015",".013",".01",".009",".008",".008",".01",".012",".016",".017",".018",".014",".011",".008",".007",".006",".005",".004",".006",".011",".013",".016",".017",".015",".015",".011",".008",".007",".007",".007",".007",".01",".014",".017",".019",".014",".012",".009",".007",".005",".005",".005",".007",".009",".014",".017",".0158",".0159",".012",".0086",".0073",".0056",".0041",".0054",".0069",".0085",".0093",".0135",
"°è·æ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015**",".012",".007",".01",".009",".009",".012",".017",".031",".028",".029",".026",".02",".014",".011",".01",".008",".009",".011",".013",".019",".022",".023",".018",".015",".011",".009",".009",".008",".007",".009",".016",".02",".023",".022",".016",".017","",".008",".008",".007",".007",".007",".012",".016",".02",".022",".017",".014",".011",".009",".007",".006",".005",".008",".012",".019",".02",".0194",".0209",".0152",".0103",".0084",".0068",".0057",".0063",".0078",".0102","0.0110*",".017",
"¼­Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.010**",".008",".007",".007",".005",".006",".007",".01",".017",".014",".016",".013",".012",".009",".008",".006",".005",".005",".006",".008",".01",".013",".014",".013",".011",".01",".008",".007",".007",".006",".007",".01",".013",".014",".013",".013",".014",".011",".008",".007",".006",".006",".006",".009",".013",".014",".016",".013",".012",".011",".008",".006",".006",".005",".006",".009",".012",".013",".0125",".0132",".0116",".0094",".0077",".0065",".0061",".0064",".0067",".0081",".009",".0115",
"µµÆò±Õ","¿ùÆò±Õ","",".024",".024",".019",".02",".014",".011",".011",".012",".016",".02",".021",".019",".021",".017",".02",".016",".015",".014",".011",".013",".021",".02",".025",".025",".021",".017",".018",".021",".017",".016",".012",".015",".016",".022",".024",".025",".023",".021",".022",".017",".014",".014",".009",".011",".014",".015",".017",".019",".022",".02",".016",".014",".011",".01",".008",".009",".011",".016",".023",".021",".022",".019",".017",".014",".012",".01",".008",".008",".01",".013",".017",".018",".019",".017",".014",".011",".009",".009",".009",".007",".009",".014",".017",".018",".018",".016",".016",".012",".01",".009",".008",".008",".008",".012",".015",".017",".019",".015",".014",".011",".009",".007",".007",".006",".009",".012",".016",".017",".0163",".0174",".0146",".0105",".0092",".0073",".0063",".0071",".0082",".0104",".0113",".0152",
"ÀÓ½Ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".006",".009",".012",".011",".013",".011",".01",".007",".005",".004",".003",".003",".004",".005",".01",".012",".012",".01",".008",".007",".004",".004",".003",".002","0.004*","0.012*",".013",".015",".018",".016",".013",".01",".008",".007",".006",".006",".006",".01",".013",".014",".017",".014",".012",".009",".008",".005",".005",".005",".006",".008",".013",".015",".0137",".0131",".0112",".0077",".007",".0058",".0049",".0036",".0056",".0089",".0107",".0121",
"ÀüÁÖ","¿ùÆò±Õ","",".027",".024",".019",".019",".015",".014",".01",".013",".015",".018",".022",".023",".024",".02",".021",".015",".014",".013",".012",".014",".014",".02",".022",".027",".025",".021",".022",".018",".014",".013",".01",".014",".015",".02",".025",".024",".023",".021",".02",".015",".012",".011",".01",".012",".014",".017",".021",".02",".02",".019",".016",".014",".011",".01",".009",".01","0.012*","0.018*",".027",".025",".027",".023",".018",".017",".015",".01",".009",".012",".013",".017",".023",".026",".026",".022",".017",".014",".011",".011",".009",".006",".009",".016",".019",".023",".022",".019",".017",".015",".011",".01",".009",".009",".01",".015",".02",".021",".024",".02",".017",".014",".011",".008",".007",".007",".01",".014",".021",".02",".0193",".0214",".0169",".0125",".0101",".0075",".0063",".0074",".0092",".0127",".0148",".017",
"±º»ê","¿ùÆò±Õ","",".023",".019",".018",".019",".014",".01",".01",".009",".012",".018",".023",".022",".024",".019",".022",".018",".015",".011",".01",".01",".012",".018",".02",".022",".019",".018",".018",".018",".015",".012",".01",".01",".012",".016",".021",".02",".018",".017",".019",".016",".013",".012",".009",".01",".012",".014",".017",".017",".018",".017",".016",".015",".009",".009",".007",".007",".006",".014",".021",".016",".017",".013",".015",".013",".013",".009",".007",".007",".008",".011",".014",".012",".012",".013",".011",".009",".009",".008",".007",".005",".008",".012",".013",".014",".014",".012",".013",".011",".009",".008",".006",".006",".008","0.011*","0.015*",".015",".017",".014",".015",".012",".009",".007",".007",".006",".009",".011",".016",".017",".0161",".0161",".0143",".0116",".0092",".0067",".0056",".0065",".0079",".0102",".0105",".0142",
"ÀÍ»ê","¿ùÆò±Õ","",".021",".019",".019",".019",".015",".012",".01",".01",".014",".018",".022","0.021*",".023",".019",".021",".016",".015",".012",".009",".012",".014",".018",".021",".024",".022",".02",".021",".019",".016",".016",".011",".012",".014",".018",".021",".022",".023",".022",".022",".017",".016",".013",".011",".011",".014",".016",".02",".019",".019",".02",".017",".015",".013",".011",".01","0.007**","0.009**","0.013**","0.017*","0.017*",".02",".018",".016",".018",".016",".012",".01",".009",".011",".013",".019","0.016*",".015",".013",".011",".01",".009",".008",".007",".007",".008",".013",".014",".016",".015",".011","0.011*",".009",".008","0.007*",".007",".007","0.007*",".012",".013",".015",".015",".013",".012",".01",".008",".006",".006",".006",".007",".009",".013",".014",".0137",".0144",".0126",".0094",".0081",".0061",".0058",".0067",".0077",".011",".011",".0131",
"³²¿ø","¿ùÆò±Õ","",".014",".014",".014",".011",".006",".006",".008",".007",".007",".01",".015",".016",".017",".016",".015",".01",".008",".008",".007",".007",".006",".013",".016",".019",".018",".016",".015",".014",".012",".012",".01",".008",".009",".012",".017",".019",".017",".016",".016",".013",".01",".007",".007",".009",".008",".01",".015",".016",".017",".017",".016",".012",".01",".01","0.007*","","",".01",".016",".018",".019",".016",".014",".011",".011",".009",".008",".009",".008",".01",".015",".017",".017",".013",".01",".011",".007",".01",".009",".007",".008",".011",".015",".018",".018",".016",".013",".01",".008",".008",".007",".006",".006",".009","0.012*",".012",".013",".011",".01",".008",".007",".006",".005",".004",".005",".007",".01",".012",".0113",".0114",".01",".006",".0056",".0046",".0041",".0038",".0044",".0064",".008",".0093",
"Á¤À¾","¿ùÆò±Õ","",".019",".018",".013",".012",".009",".009",".009",".01",".01",".014",".017",".017",".019",".014",".016",".012",".01",".01",".009",".01",".012",".014",".016",".019",".02",".015",".018",".012",".01",".008","","",".01",".013",".018",".02",".02",".016",".016",".014",".011",".011",".007",".01",".012",".014",".018",".019",".019",".021",".018",".015",".013",".011",".007",".006",".009",".012",".018",".017",".018",".016",".014",".013",".01",".009",".007",".008",".009",".013",".016",".017",".018",".014",".012",".011",".01",".011",".01","0.007**","0.011*",".014",".016",".016",".018","0.014*",".013",".012",".009",".007",".006",".006",".007",".01",".013",".014",".015",".012",".011",".009",".007",".005",".005",".005",".007",".008",".013",".014",".0127",".0134",".011",".0085",".0069",".0055",".0044",".0052",".0063",".0084",".0094",".0113",
"°íÃ¢","¿ùÆò±Õ","",".015",".015",".011",".009",".006",".006",".004",".005",".006",".009",".011",".011",".014",".012",".013",".008",".006",".006",".005",".005",".006",".009",".012",".016",".014",".011",".012",".011",".01",".008",".007",".007",".009",".011",".012",".014",".013",".011",".013",".013",".011",".009",".006",".008",".009",".012",".014",".013",".014",".015",".014",".011",".01",".009",".008",".007",".009",".009",".016","0.012*",".011",".01",".009",".01",".008",".007",".006",".005",".006",".009",".012",".012",".013",".01",".01","0.006*","0.006**","0.004*",".004",".003",".005",".007",".008",".01",".01",".009",".008",".006",".005",".004","0.003*","0.002**","0.003**","0.005*",".007",".009",".011",".008",".006",".005","0.003*",".003",".004",".003","0.003*",".005",".006",".007",".007",".0101",".0081",".0069",".0054",".0038",".0039","0.0041*",".0039",".0042",".0043",".0053",
"ºÎ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","",".009",".006",".004",".006",".011",".011",".018",".02",".021",".014",".015",".013",".009",".006",".008",".006",".01",".019",".02",".02",".018",".014",".018",".011",".011",".008",".008",".01",".012",".015",".014",".017",".022",".019",".017",".015",".012",".011",".008",".008",".01",".014",".02",".016",".016",".012",".012",".012",".012",".009",".008",".008",".009",".013",".016",".015",".015",".013",".011",".01",".011",".011",".009",".007",".011",".016",".019",".02",".018",".014",".013",".012",".01",".009",".008",".008",".008",".012",".015",".016",".016",".013",".013",".011",".009",".006",".005",".005",".007",".009",".013",".013",".0116",".0126",".0109",".0091",".0067",".0053",".0041",".0048",".0061",".0085",".0092",".0116",
"±èÁ¦","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","",".021",".02",".02",".015",".012",".011",".009",".007",".011",".019",".02",".021",".021",".018",".019",".016",".013",".011",".007",".012",".014",".014",".018",".02",".019",".016",".017",".016",".012",".011",".01",".01",".013",".017",".024",".018",".018",".018",".016",".016",".014",".012",".011",".011",".013",".017",".021",".02",".02",".018",".014",".012",".011",".011",".01",".008",".011",".018",".021",".022",".021",".015",".017",".014",".011",".011",".009",".009",".011",".016",".02",".02",".021",".018",".017",".013",".008",".007",".006",".005",".008",".013",".017",".017",".0146",".0156",".0139",".0117",".0086",".0073",".0052",".0059",".0074",".0115",".0122",".0148",
"¿ÏÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".011",".012",".01",".008",".008",".006",".005",".006",".009","0.015*","0.012*",".013",".013",".013",".012",".011",".008","0.007**",".006",".006",".009",".012",".012",".015",".013",".013",".013",".01",".009",".007",".007",".007",".01",".012",".014",".013",".012",".012",".01",".008",".007",".006",".006",".006",".008",".01",".011",".014",".011",".011",".009",".008",".006",".006",".005",".005",".007",".01",".011",".0097",".012",".0102",".0077",".0062",".006",".0046",".0047",".0051",".0066",".0079",".0091",
"Áø¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".015",".011",".009",".008",".008",".006",".006",".005",".008",".016",".014",".017",".014",".014",".011",".01",".007",".005",".005",".005",".007",".013",".014",".013",".011",".011",".01",".007",".007",".005",".005",".005",".007",".013",".015",".013",".012",".011",".008",".006",".007",".005",".005",".005",".007",".012",".013",".015",".012",".012",".01",".007",".005",".004",".004",".004",".006",".011",".012",".0115",".0114",".0106",".0068",".0052",".0046",".0034",".0038",".004",".0061",".0082",".0096",
"¹«ÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".006",".007",".013",".014",".015",".013",".01",".007",".006",".005",".004",".004",".004",".007",".011",".013",".013",".01",".009",".007",".005",".004",".004",".004",".004",".007",".01",".013",".012",".01",".01",".007",".006",".004",".004",".003",".004",".006",".009",".011",".013",".01",".009",".007",".005",".003",".003",".003",".004",".006",".008",".01",".0114",".0118",".0104",".0071",".0055",".0042",".0033",".0032",".0041",".0055",".0079",".0099",
