"시군구별","적용인구별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"안성시","건강보험적용인구","시군구별 적용인구 현황","명","182072","185230","186368","187956","191518","195239","199135","200435",
"안성시","사업장수","시군구별 적용인구 현황","개","5643","5993","6523","6785","7208","7795","8198","8412",
"안성시","총가입자수","시군구별 적용인구 현황","명","131006","134011","135318","135904","136444","138257","139826","137633",
"안성시","가입자수","시군구별 적용인구 현황","명","59177","61831","64228","66490","68811","71715","74743","76489",
"안성시","피부양자수","시군구별 적용인구 현황","명","71829","72180","71090","69414","67633","66542","65083","61144",
"안성시","가입자수","시군구별 적용인구 현황","명","51066","51219","51050","52052","55074","56982","59309","62802",
"안성시","세대수","시군구별 적용인구 현황","세대","27506","27819","28353","29888","33232","34918","37030","39928",
"김포시","건강보험적용인구","시군구별 적용인구 현황","명","358749","373279","398291","435870","453192","488511","501562","500873",
"김포시","사업장수","시군구별 적용인구 현황","개","14313","15770","17551","19094","20797","22617","24549","25760",
"김포시","총가입자수","시군구별 적용인구 현황","명","263664","277144","298060","327866","340245","365674","375300","368887",
"김포시","가입자수","시군구별 적용인구 현황","명","120282","129174","142023","161268","171633","186882","196170","199694",
"김포시","피부양자수","시군구별 적용인구 현황","명","143382","147970","156037","166598","168612","178792","179130","169193",
"김포시","가입자수","시군구별 적용인구 현황","명","95085","96135","100231","108004","112947","122837","126262","131986",
"김포시","세대수","시군구별 적용인구 현황","세대","48111","49602","52930","58511","63324","70139","73161","78319",
"화성시","건강보험적용인구","시군구별 적용인구 현황","명","624148","671580","725268","794322","861137","901163","934537","962591",
"화성시","사업장수","시군구별 적용인구 현황","개","27172","29904","33167","36355","39644","43379","46475","49279",
"화성시","총가입자수","시군구별 적용인구 현황","명","491951","533602","578754","635250","687429","718450","746490","760598",
"화성시","가입자수","시군구별 적용인구 현황","명","230519","255267","284928","321425","355585","379403","403658","425292",
"화성시","피부양자수","시군구별 적용인구 현황","명","261432","278335","293826","313825","331844","339047","342832","335306",
"화성시","가입자수","시군구별 적용인구 현황","명","132197","137978","146514","159072","173708","182713","188047","201993",
"화성시","세대수","시군구별 적용인구 현황","세대","68618","73043","79406","88731","100686","108152","113759","124632",
"광주시","건강보험적용인구","시군구별 적용인구 현황","명","316258","332503","351816","370226","381029","390465","395800","401170",
"광주시","사업장수","시군구별 적용인구 현황","개","11879","12880","13650","14556","15359","16035","16797","17126",
"광주시","총가입자수","시군구별 적용인구 현황","명","220245","234187","249529","263228","270656","276807","280652","280022",
"광주시","가입자수","시군구별 적용인구 현황","명","104682","114423","125158","136068","143640","149688","155576","161018",
"광주시","피부양자수","시군구별 적용인구 현황","명","115563","119764","124371","127160","127016","127119","125076","119004",
"광주시","가입자수","시군구별 적용인구 현황","명","96013","98316","102287","106998","110373","113658","115148","121148",
"광주시","세대수","시군구별 적용인구 현황","세대","49554","51620","54605","58769","62853","65885","67378","72015",
"양주시","건강보험적용인구","시군구별 적용인구 현황","명","205713","206181","212590","216637","222594","230276","237299","244789",
"양주시","사업장수","시군구별 적용인구 현황","개","6764","7184","7757","8307","8801","9492","10302","10578",
"양주시","총가입자수","시군구별 적용인구 현황","명","142251","144001","148750","151786","156020","161452","166752","169177",
"양주시","가입자수","시군구별 적용인구 현황","명","63582","65903","69817","73646","77864","81881","87212","91923",
"양주시","피부양자수","시군구별 적용인구 현황","명","78669","78098","78933","78140","78156","79571","79540","77254",
"양주시","가입자수","시군구별 적용인구 현황","명","63462","62180","63840","64851","66574","68824","70547","75612",
"양주시","세대수","시군구별 적용인구 현황","세대","31836","31653","33265","35070","37070","39061","40573","44410",
"포천시","건강보험적용인구","시군구별 적용인구 현황","명","158643","158670","156913","154976","154449","152661","154085","153308",
"포천시","사업장수","시군구별 적용인구 현황","개","7685","8121","8508","8873","9269","9777","10284","10493",
"포천시","총가입자수","시군구별 적용인구 현황","명","105888","106745","105730","104307","103578","101719","102457","100093",
"포천시","가입자수","시군구별 적용인구 현황","명","50979","52908","53590","54614","56042","56339","58308","59206",
"포천시","피부양자수","시군구별 적용인구 현황","명","54909","53837","52140","49693","47536","45380","44149","40887",
"포천시","가입자수","시군구별 적용인구 현황","명","52755","51925","51183","50669","50871","50942","51628","53215",
"포천시","세대수","시군구별 적용인구 현황","세대","28966","28833","29042","29550","30840","31659","32772","34348",
"여주시","건강보험적용인구","시군구별 적용인구 현황","명","108605","109189","109856","109503","109947","110924","111283","112805",
"여주시","사업장수","시군구별 적용인구 현황","개","2736","2899","3139","3360","3566","3929","4141","4292",
"여주시","총가입자수","시군구별 적용인구 현황","명","72218","73432","73916","74079","74590","75060","75212","74815",
"여주시","가입자수","시군구별 적용인구 현황","명","30312","31508","32789","34068","35337","36569","37582","39251",
"여주시","피부양자수","시군구별 적용인구 현황","명","41906","41924","41127","40011","39253","38491","37630","35564",
"여주시","가입자수","시군구별 적용인구 현황","명","36387","35757","35940","35424","35357","35864","36071","37990",
"여주시","세대수","시군구별 적용인구 현황","세대","19139","19081","19654","20055","20840","21344","21821","23379",
"연천군","건강보험적용인구","시군구별 적용인구 현황","명","43472","43985","43436","42676","42100","41822","41408","41068",
"연천군","사업장수","시군구별 적용인구 현황","개","965","1005","1112","1160","1203","1359","1391","1456",
"연천군","총가입자수","시군구별 적용인구 현황","명","28297","29204","29123","28329","27899","27920","27525","26459",
"연천군","가입자수","시군구별 적용인구 현황","명","11648","12496","12630","12740","12958","13443","13654","13766",
"연천군","피부양자수","시군구별 적용인구 현황","명","16649","16708","16493","15589","14941","14477","13871","12693",
"연천군","가입자수","시군구별 적용인구 현황","명","15175","14781","14313","14347","14201","13902","13883","14609",
"연천군","세대수","시군구별 적용인구 현황","세대","8403","8272","8199","8405","8553","8612","8760","9247",
"가평군","건강보험적용인구","시군구별 적용인구 현황","명","58340","59330","60094","60257","60073","60123","60600","60809",
"가평군","사업장수","시군구별 적용인구 현황","개","1432","1639","1681","1839","1920","2080","2265","2397",
"가평군","총가입자수","시군구별 적용인구 현황","명","35718","37039","37764","37887","38040","38068","38477","37481",
"가평군","가입자수","시군구별 적용인구 현황","명","14114","15156","15928","16786","17609","18324","19459","19878",
"가평군","피부양자수","시군구별 적용인구 현황","명","21604","21883","21836","21101","20431","19744","19018","17603",
"가평군","가입자수","시군구별 적용인구 현황","명","22622","22291","22330","22370","22033","22055","22123","23328",
"가평군","세대수","시군구별 적용인구 현황","세대","12372","12652","12846","13265","13430","13745","13983","14952",
"양평군","건강보험적용인구","시군구별 적용인구 현황","명","105392","108484","112410","113357","114844","116838","119905","121307",
"양평군","사업장수","시군구별 적용인구 현황","개","2133","2354","2649","2809","3081","3271","3516","3819",
"양평군","총가입자수","시군구별 적용인구 현황","명","65472","68110","71260","71628","72278","73056","75365","74339",
"양평군","가입자수","시군구별 적용인구 현황","명","25188","26778","28772","30114","31457","32821","35035","36593",
"양평군","피부양자수","시군구별 적용인구 현황","명","40284","41332","42488","41514","40821","40235","40330","37746",
"양평군","가입자수","시군구별 적용인구 현황","명","39920","40374","41150","41729","42566","43782","44540","46968",
"양평군","세대수","시군구별 적용인구 현황","세대","21090","21541","22502","23469","24620","25721","26443","28037",
"강원특별자치도","건강보험적용인구","시군구별 적용인구 현황","명","1486240","1490806","1494109","1488261","1491120","1494407","1499980","1503671",
"강원특별자치도","사업장수","시군구별 적용인구 현황","개","37042","39705","42612","45345","48497","50890","54024","55407",
"강원특별자치도","총가입자수","시군구별 적용인구 현황","명","1026888","1037699","1041870","1036102","1042849","1043334","1047879","1022618",
"강원특별자치도","가입자수","시군구별 적용인구 현황","명","421131","436635","451063","466190","485921","500414","519508","532043",
"강원특별자치도","피부양자수","시군구별 적용인구 현황","명","605757","601064","590807","569912","556928","542920","528371","490575",
"강원특별자치도","가입자수","시군구별 적용인구 현황","명","459352","453107","452239","452159","448271","451073","452101","481053",
"강원특별자치도","세대수","시군구별 적용인구 현황","세대","257520","257462","261243","268069","272507","279824","286346","308510",
"춘천시","건강보험적용인구","시군구별 적용인구 현황","명","265688","268914","269337","269586","270900","272720","276512","279494",
"춘천시","사업장수","시군구별 적용인구 현황","개","6904","7432","7819","8253","8766","9191","9796","10069",
"춘천시","총가입자수","시군구별 적용인구 현황","명","192381","196683","196961","196923","198942","199912","202664","199442",
"춘천시","가입자수","시군구별 적용인구 현황","명","79469","83824","86233","90443","94415","97875","102669","105868",
"춘천시","피부양자수","시군구별 적용인구 현황","명","112912","112859","110728","106480","104527","102037","99995","93574",
"춘천시","가입자수","시군구별 적용인구 현황","명","73307","72231","72376","72663","71958","72808","73848","80052",
"춘천시","세대수","시군구별 적용인구 현황","세대","40318","40161","40914","42167","42715","44157","46093","50592",
"원주시","건강보험적용인구","시군구별 적용인구 현황","명","322767","328302","332325","335062","340643","345823","350752","354754",
"원주시","사업장수","시군구별 적용인구 현황","개","8477","9226","9965","10765","11455","11807","12523","12706",
"원주시","총가입자수","시군구별 적용인구 현황","명","228273","233061","236735","239295","244267","247902","252307","248916",
"원주시","가입자수","시군구별 적용인구 현황","명","97361","102329","106990","112246","117770","123310","130029","133715",
"원주시","피부양자수","시군구별 적용인구 현황","명","130912","130732","129745","127049","126497","124592","122278","115201",
"원주시","가입자수","시군구별 적용인구 현황","명","94494","95241","95590","95767","96376","97921","98445","105838",
"원주시","세대수","시군구별 적용인구 현황","세대","51789","52745","54006","55506","57266","59201","60786","66337",
"강릉시","건강보험적용인구","시군구별 적용인구 현황","명","206229","205794","206345","205260","206043","206259","207481","206607",
"강릉시","사업장수","시군구별 적용인구 현황","개","5303","5636","6005","6442","6981","7346","7828","8005",
"강릉시","총가입자수","시군구별 적용인구 현황","명","141685","142537","143530","141994","143544","142888","144163","139073",
"강릉시","가입자수","시군구별 적용인구 현황","명","57147","59278","61488","63455","66567","68028","71352","72428",
"강릉시","피부양자수","시군구별 적용인구 현황","명","84538","83259","82042","78539","76977","74860","72811","66645",
"강릉시","가입자수","시군구별 적용인구 현황","명","64544","63257","62815","63266","62499","63371","63318","67534",
"강릉시","세대수","시군구별 적용인구 현황","세대","36225","36065","36268","37461","37726","39206","40104","43050",
"동해시","건강보험적용인구","시군구별 적용인구 현황","명","90150","89691","89428","87930","87593","87774","87306","86993",
"동해시","사업장수","시군구별 적용인구 현황","개","2157","2237","2383","2462","2619","2700","2839","2855",
"동해시","총가입자수","시군구별 적용인구 현황","명","65208","65077","64953","63464","63552","63493","63525","62036",
"동해시","가입자수","시군구별 적용인구 현황","명","26041","26508","27398","27803","28900","29507","30665","31521",
"동해시","피부양자수","시군구별 적용인구 현황","명","39167","38569","37555","35661","34652","33986","32860","30515",
"동해시","가입자수","시군구별 적용인구 현황","명","24942","24614","24475","24466","24041","24281","23781","24957",
"동해시","세대수","시군구별 적용인구 현황","세대","14249","14312","14336","14714","14881","15353","15262","16243",
"태백시","건강보험적용인구","시군구별 적용인구 현황","명","44884","44542","43450","42369","41404","40170","39002","37950",
"태백시","사업장수","시군구별 적용인구 현황","개","1021","1079","1144","1193","1278","1307","1416","1393",
"태백시","총가입자수","시군구별 적용인구 현황","명","32709","32522","31939","30815","30121","29160","28176","26695",
"태백시","가입자수","시군구별 적용인구 현황","명","13816","14082","14209","13900","13988","14081","13727","13824",
"태백시","피부양자수","시군구별 적용인구 현황","명","18893","18440","17730","16915","16133","15079","14449","12871",
"태백시","가입자수","시군구별 적용인구 현황","명","12175","12020","11511","11554","11283","11010","10826","11255",
"태백시","세대수","시군구별 적용인구 현황","세대","7548","7580","7408","7528","7552","7423","7463","7876",
"속초시","건강보험적용인구","시군구별 적용인구 현황","명","77499","77489","78450","78093","78710","79716","80288","80668",
"속초시","사업장수","시군구별 적용인구 현황","개","1915","2094","2251","2434","2651","2832","3022","3066",
"속초시","총가입자수","시군구별 적용인구 현황","명","50513","51308","51928","52094","53034","53454","53944","53054",
"속초시","가입자수","시군구별 적용인구 현황","명","21746","22668","23847","24987","26515","27223","28630","29456",
"속초시","피부양자수","시군구별 적용인구 현황","명","28767","28640","28081","27107","26519","26231","25314","23598",
"속초시","가입자수","시군구별 적용인구 현황","명","26986","26181","26522","25999","25676","26262","26344","27614",
"속초시","세대수","시군구별 적용인구 현황","세대","15592","15281","15683","15743","15943","16556","16894","17848",
"삼척시","건강보험적용인구","시군구별 적용인구 현황","명","67173","66127","65397","65253","63744","62564","61243","61555",
"삼척시","사업장수","시군구별 적용인구 현황","개","1543","1574","1828","1918","2021","2051","2154","2263",
"삼척시","총가입자수","시군구별 적용인구 현황","명","47652","47198","46798","46373","45725","44460","43528","42576",
"삼척시","가입자수","시군구별 적용인구 현황","명","18130","18317","18754","19107","19865","19980","20289","20576",
"삼척시","피부양자수","시군구별 적용인구 현황","명","29522","28881","28044","27266","25860","24480","23239","22000",
"삼척시","가입자수","시군구별 적용인구 현황","명","19521","18929","18599","18880","18019","18104","17715","18979",
"삼척시","세대수","시군구별 적용인구 현황","세대","11776","11674","11518","11911","11641","12057","11976","12989",
"홍천군","건강보험적용인구","시군구별 적용인구 현황","명","68217","67992","68453","68156","67621","67676","67141","66950",
"홍천군","사업장수","시군구별 적용인구 현황","개","1604","1792","2002","2075","2272","2352","2426","2607",
"홍천군","총가입자수","시군구별 적용인구 현황","명","43458","43905","44256","43880","43430","43666","42982","41524",
"홍천군","가입자수","시군구별 적용인구 현황","명","16088","16664","17357","17813","18425","19639","19736","20060",
"홍천군","피부양자수","시군구별 적용인구 현황","명","27370","27241","26899","26067","25005","24027","23246","21464",
"홍천군","가입자수","시군구별 적용인구 현황","명","24759","24087","24197","24276","24191","24010","24159","25426",
"홍천군","세대수","시군구별 적용인구 현황","세대","13306","13117","13501","13846","14317","14448","14779","15805",
"횡성군","건강보험적용인구","시군구별 적용인구 현황","명","44324","44747","45180","45573","45532","45499","45744","46004",
"횡성군","사업장수","시군구별 적용인구 현황","개","1144","1228","1240","1285","1388","1499","1619","1749",
"횡성군","총가입자수","시군구별 적용인구 현황","명","28600","28939","29411","29832","29698","29743","29870","29030",
"횡성군","가입자수","시군구별 적용인구 현황","명","10004","10449","10863","11519","11834","12315","12648","13050",
"횡성군","피부양자수","시군구별 적용인구 현황","명","18596","18490","18548","18313","17864","17428","17222","15980",
"횡성군","가입자수","시군구별 적용인구 현황","명","15724","15808","15769","15741","15834","15756","15874","16974",
"횡성군","세대수","시군구별 적용인구 현황","세대","8464","8687","8815","9120","9433","9548","9819","10674",
"영월군","건강보험적용인구","시군구별 적용인구 현황","명","38527","38329","38259","38152","37764","37262","36900","36742",
"영월군","사업장수","시군구별 적용인구 현황","개","1011","1067","1165","1221","1280","1337","1405","1423",
"영월군","총가입자수","시군구별 적용인구 현황","명","25572","25529","25524","25204","25000","24636","24436","23527",
"영월군","가입자수","시군구별 적용인구 현황","명","9577","9744","10083","10298","10548","10597","10930","11236",
"영월군","피부양자수","시군구별 적용인구 현황","명","15995","15785","15441","14906","14452","14039","13506","12291",
"영월군","가입자수","시군구별 적용인구 현황","명","12955","12800","12735","12948","12764","12626","12464","13215",
"영월군","세대수","시군구별 적용인구 현황","세대","7643","7642","7830","8181","8220","8316","8403","8978",
"평창군","건강보험적용인구","시군구별 적용인구 현황","명","41967","41962","41850","41388","41144","40811","40453","40679",
"평창군","사업장수","시군구별 적용인구 현황","개","1131","1178","1196","1266","1350","1453","1523","1553",
"평창군","총가입자수","시군구별 적용인구 현황","명","25232","25632","25521","25058","24913","24989","24671","24035",
"평창군","가입자수","시군구별 적용인구 현황","명","9395","9818","10008","10101","10443","10773","11027","11485",
"평창군","피부양자수","시군구별 적용인구 현황","명","15837","15814","15513","14957","14470","14216","13644","12550",
"평창군","가입자수","시군구별 적용인구 현황","명","16735","16330","16329","16330","16231","15822","15782","16644",
"평창군","세대수","시군구별 적용인구 현황","세대","9141","9042","9225","9557","9766","9792","9915","10616",
"정선군","건강보험적용인구","시군구별 적용인구 현황","명","37121","36839","36426","36112","35862","35432","34835","34286",
"정선군","사업장수","시군구별 적용인구 현황","개","881","926","982","1000","1040","1052","1133","1144",
"정선군","총가입자수","시군구별 적용인구 현황","명","23839","23723","23632","23290","23083","22750","22352","21557",
"정선군","가입자수","시군구별 적용인구 현황","명","9850","9967","10271","10520","10724","10746","10811","10999",
"정선군","피부양자수","시군구별 적용인구 현황","명","13989","13756","13361","12770","12359","12004","11541","10558",
"정선군","가입자수","시군구별 적용인구 현황","명","13282","13116","12794","12822","12779","12682","12483","12729",
"정선군","세대수","시군구별 적용인구 현황","세대","7977","7968","7971","8250","8392","8473","8504","8783",
"철원군","건강보험적용인구","시군구별 적용인구 현황","명","46501","45929","45187","44513","44049","43279","42286","41467",
"철원군","사업장수","시군구별 적용인구 현황","개","864","891","986","1046","1151","1240","1315","1363",
"철원군","총가입자수","시군구별 적용인구 현황","명","31370","31104","30697","30227","29879","29385","28681","27370",
"철원군","가입자수","시군구별 적용인구 현황","명","13206","13302","13267","13413","13500","13461","13517","13557",
"철원군","피부양자수","시군구별 적용인구 현황","명","18164","17802","17430","16814","16379","15924","15164","13813",
"철원군","가입자수","시군구별 적용인구 현황","명","15131","14825","14490","14286","14170","13894","13605","14097",
"철원군","세대수","시군구별 적용인구 현황","세대","7863","7803","7767","7930","8103","8158","8188","8653",
"화천군","건강보험적용인구","시군구별 적용인구 현황","명","25926","25285","25116","24205","24207","24117","23615","22876",
"화천군","사업장수","시군구별 적용인구 현황","개","494","546","622","695","725","816","851","866",
"화천군","총가입자수","시군구별 적용인구 현황","명","18551","18216","18013","17161","17336","17355","16826","15509",
"화천군","가입자수","시군구별 적용인구 현황","명","8877","8651","8597","8176","8506","8876","8767","8209",
"화천군","피부양자수","시군구별 적용인구 현황","명","9674","9565","9416","8985","8830","8479","8059","7300",
"화천군","가입자수","시군구별 적용인구 현황","명","7375","7069","7103","7044","6871","6762","6789","7367",
"화천군","세대수","시군구별 적용인구 현황","세대","4233","4106","4211","4317","4318","4331","4380","4854",
"양구군","건강보험적용인구","시군구별 적용인구 현황","명","22872","22876","22820","22414","21983","21439","20982","20752",
"양구군","사업장수","시군구별 적용인구 현황","개","495","515","554","623","628","704","742","754",
"양구군","총가입자수","시군구별 적용인구 현황","명","16140","16326","16149","15852","15462","15193","14723","14112",
"양구군","가입자수","시군구별 적용인구 현황","명","7025","7232","7267","7321","7257","7429","7178","7254",
"양구군","피부양자수","시군구별 적용인구 현황","명","9115","9094","8882","8531","8205","7764","7545","6858",
"양구군","가입자수","시군구별 적용인구 현황","명","6732","6550","6671","6562","6521","6246","6259","6640",
"양구군","세대수","시군구별 적용인구 현황","세대","3679","3686","3831","3837","3915","3849","3899","4179",
"인제군","건강보험적용인구","시군구별 적용인구 현황","명","31912","31556","31581","31068","30891","30933","31527","31606",
"인제군","사업장수","시군구별 적용인구 현황","개","749","811","906","988","1073","1166","1239","1285",
"인제군","총가입자수","시군구별 적용인구 현황","명","21718","21563","21596","21418","21366","21666","21985","21553",
"인제군","가입자수","시군구별 적용인구 현황","명","9560","9594","9826","10126","10624","11103","11547","11985",
"인제군","피부양자수","시군구별 적용인구 현황","명","12158","11969","11770","11292","10742","10563","10438","9568",
"인제군","가입자수","시군구별 적용인구 현황","명","10194","9993","9985","9650","9525","9267","9542","10053",
"인제군","세대수","시군구별 적용인구 현황","세대","5791","5727","5766","5772","5933","5928","6153","6556",
"고성군","건강보험적용인구","시군구별 적용인구 현황","명","28545","28537","28558","27041","26430","26037","26962","27227",
"고성군","사업장수","시군구별 적용인구 현황","개","663","734","761","821","901","1018","1093","1153",
"고성군","총가입자수","시군구별 적용인구 현황","명","18068","18260","18087","16909","16772","15799","16240","16114",
"고성군","가입자수","시군구별 적용인구 현황","명","7743","7831","8042","7835","8495","7717","8081","8554",
"고성군","피부양자수","시군구별 적용인구 현황","명","10325","10429","10045","9074","8277","8082","8159","7560",
"고성군","가입자수","시군구별 적용인구 현황","명","10477","10277","10471","10132","9658","10238","10722","11113",
"고성군","세대수","시군구별 적용인구 현황","세대","6112","6117","6386","6284","6243","6697","7247","7647",
"양양군","건강보험적용인구","시군구별 적용인구 현황","명","25938","25895","25947","26086","26600","26896","26951","27061",
"양양군","사업장수","시군구별 적용인구 현황","개","686","739","803","858","918","1019","1100","1153",
"양양군","총가입자수","시군구별 적용인구 현황","명","15919","16116","16140","16313","16725","16883","16806","16495",
"양양군","가입자수","시군구별 적용인구 현황","명","6096","6377","6563","7127","7545","7754","7905","8266",
"양양군","피부양자수","시군구별 적용인구 현황","명","9823","9739","9577","9186","9180","9129","8901","8229",
"양양군","가입자수","시군구별 적용인구 현황","명","10019","9779","9807","9773","9875","10013","10145","10566",
"양양군","세대수","시군구별 적용인구 현황","세대","5814","5749","5807","5945","6143","6331","6481","6830",
"충청북도","건강보험적용인구","시군구별 적용인구 현황","명","1550880","1563064","1570987","1578763","1589662","1590220","1593825","1598867",
"충청북도","사업장수","시군구별 적용인구 현황","개","39561","42736","45980","48841","52038","54712","56751","58525",
"충청북도","총가입자수","시군구별 적용인구 현황","명","1119118","1136080","1147145","1152546","1160856","1158886","1157690","1140413",
"충청북도","가입자수","시군구별 적용인구 현황","명","474103","493207","511904","534644","556644","570974","586963","605874",
"충청북도","피부양자수","시군구별 적용인구 현황","명","645015","642873","635241","617902","604212","587912","570727","534539",
"충청북도","가입자수","시군구별 적용인구 현황","명","431762","426984","423842","426217","428806","431334","436135","458454",
"충청북도","세대수","시군구별 적용인구 현황","세대","235566","236283","239671","248057","257698","266046","274948","293953",
"청주시 상당구","건강보험적용인구","시군구별 적용인구 현황","명","171055","168211","165621","171844","173920","185362","189737","192541",
"청주시 상당구","사업장수","시군구별 적용인구 현황","개","3849","4096","4870","5079","5341","5717","6082","5724",
"청주시 상당구","총가입자수","시군구별 적용인구 현황","명","123497","122335","120983","125839","127757","137172","140255","139877",
"청주시 상당구","가입자수","시군구별 적용인구 현황","명","50908","51545","52426","56697","59531","65886","69641","72885",
"청주시 상당구","피부양자수","시군구별 적용인구 현황","명","72589","70790","68557","69142","68226","71286","70614","66992",
"청주시 상당구","가입자수","시군구별 적용인구 현황","명","47558","45876","44638","46005","46163","48190","49482","52664",
"청주시 상당구","세대수","시군구별 적용인구 현황","세대","25330","24738","24473","25930","26704","28596","29836","32400",
"    청주시 서원구","건강보험적용인구","시군구별 적용인구 현황","명","213714","211626","212000","204646","199149","190898","189901","189151",
"    청주시 서원구","사업장수","시군구별 적용인구 현황","개","4114","4309","4689","5154","5588","5831","5879","6632",
"    청주시 서원구","총가입자수","시군구별 적용인구 현황","명","159733","159100","159882","153123","148570","141148","140006","136573",
"    청주시 서원구","가입자수","시군구별 적용인구 현황","명","68789","69943","72158","71894","71887","69896","71128","72496",
"    청주시 서원구","피부양자수","시군구별 적용인구 현황","명","90944","89157","87724","81229","76683","71252","68878","64077",
"    청주시 서원구","가입자수","시군구별 적용인구 현황","명","53981","52526","52118","51523","50579","49750","49895","52578",
"    청주시 서원구","세대수","시군구별 적용인구 현황","세대","29004","28639","29051","29522","29945","30438","31416","33683",
"청주시 흥덕구","건강보험적용인구","시군구별 적용인구 현황","명","251594","251447","252615","253278","263388","267150","269786","271749",
"청주시 흥덕구","사업장수","시군구별 적용인구 현황","개","7050","7435","8338","8792","9228","9677","10132","9949",
"청주시 흥덕구","총가입자수","시군구별 적용인구 현황","명","189290","189914","191029","192186","200623","203809","205885","205026",
"청주시 흥덕구","가입자수","시군구별 적용인구 현황","명","86593","88503","91616","95664","103235","107812","111633","115482",
"청주시 흥덕구","피부양자수","시군구별 적용인구 현황","명","102697","101411","99413","96522","97388","95997","94252","89544",
"청주시 흥덕구","가입자수","시군구별 적용인구 현황","명","62304","61533","61586","61092","62765","63341","63901","66723",
"청주시 흥덕구","세대수","시군구별 적용인구 현황","세대","34149","34224","35128","35954","38114","39477","40941","43526",
"    청주시 청원구","건강보험적용인구","시군구별 적용인구 현황","명","179888","189686","193144","196839","196165","194838","195551","195784",
"    청주시 청원구","사업장수","시군구별 적용인구 현황","개","5394","6333","5936","6287","6751","6964","7211","7967",
"    청주시 청원구","총가입자수","시군구별 적용인구 현황","명","137655","146714","149707","152876","152224","150571","150492","148490",
"    청주시 청원구","가입자수","시군구별 적용인구 현황","명","61066","66602","69811","74189","75852","76978","79366","81572",
"    청주시 청원구","피부양자수","시군구별 적용인구 현황","명","76589","80112","79896","78687","76372","73593","71126","66918",
"    청주시 청원구","가입자수","시군구별 적용인구 현황","명","42233","42972","43437","43963","43941","44267","45059","47294",
"    청주시 청원구","세대수","시군구별 적용인구 현황","세대","23129","23869","24631","25784","26555","27501","28635","30621",
"충주시","건강보험적용인구","시군구별 적용인구 현황","명","201772","202706","203479","205823","207490","206715","206798","206262",
"충주시","사업장수","시군구별 적용인구 현황","개","4731","4986","5264","5584","6108","6401","6598","6758",
"충주시","총가입자수","시군구별 적용인구 현황","명","140558","142127","143723","145520","147167","146429","146128","142588",
"충주시","가입자수","시군구별 적용인구 현황","명","57281","59792","61988","65230","68661","70094","72089","73872",
"충주시","피부양자수","시군구별 적용인구 현황","명","83277","82335","81735","80290","78506","76335","74039","68716",
"충주시","가입자수","시군구별 적용인구 현황","명","61214","60579","59756","60303","60323","60286","60670","63674",
"충주시","세대수","시군구별 적용인구 현황","세대","32917","32981","33246","34563","35811","36741","37738","40234",
"제천시","건강보험적용인구","시군구별 적용인구 현황","명","130518","131193","130887","130477","130047","128401","127926","127743",
"제천시","사업장수","시군구별 적용인구 현황","개","3051","3335","3617","3811","4040","4164","4349","4437",
"제천시","총가입자수","시군구별 적용인구 현황","명","89841","90814","90925","90681","91079","89522","88801","86400",
"제천시","가입자수","시군구별 적용인구 현황","명","35234","36577","37384","38820","40425","41029","42020","42935",
"제천시","피부양자수","시군구별 적용인구 현황","명","54607","54237","53541","51861","50654","48493","46781","43465",
"제천시","가입자수","시군구별 적용인구 현황","명","40677","40379","39962","39796","38968","38879","39125","41343",
"제천시","세대수","시군구별 적용인구 현황","세대","22467","22586","22781","23345","23486","23973","24792","26563",
"보은군","건강보험적용인구","시군구별 적용인구 현황","명","32772","32681","32696","32354","31866","31434","31137","30848",
"보은군","사업장수","시군구별 적용인구 현황","개","717","735","894","900","945","998","978","987",
"보은군","총가입자수","시군구별 적용인구 현황","명","21507","21524","21791","21380","20978","20614","20104","19268",
"보은군","가입자수","시군구별 적용인구 현황","명","7061","7256","7675","7749","7980","8150","8173","8413",
"보은군","피부양자수","시군구별 적용인구 현황","명","14446","14268","14116","13631","12998","12464","11931","10855",
"보은군","가입자수","시군구별 적용인구 현황","명","11265","11157","10905","10974","10888","10820","11033","11580",
"보은군","세대수","시군구별 적용인구 현황","세대","6211","6167","6170","6383","6461","6633","6883","7366",
"옥천군","건강보험적용인구","시군구별 적용인구 현황","명","50284","50407","50095","49932","49625","49114","48987","48612",
"옥천군","사업장수","시군구별 적용인구 현황","개","1421","1510","1583","1640","1710","1855","1852","1962",
"옥천군","총가입자수","시군구별 적용인구 현황","명","34472","35033","34899","34489","34076","33453","33344","31832",
"옥천군","가입자수","시군구별 적용인구 현황","명","12503","12967","13338","13562","13876","14024","14496","14630",
"옥천군","피부양자수","시군구별 적용인구 현황","명","21969","22066","21561","20927","20200","19429","18848","17202",
"옥천군","가입자수","시군구별 적용인구 현황","명","15812","15374","15196","15443","15549","15661","15643","16780",
"옥천군","세대수","시군구별 적용인구 현황","세대","8747","8659","8774","9127","9394","9578","9889","10734",
"영동군","건강보험적용인구","시군구별 적용인구 현황","명","48586","48630","48495","47864","47159","45929","44702","44074",
"영동군","사업장수","시군구별 적용인구 현황","개","1088","1148","1209","1236","1330","1464","1421","1462",
"영동군","총가입자수","시군구별 적용인구 현황","명","32351","32642","32684","32408","31674","30484","29199","27834",
"영동군","가입자수","시군구별 적용인구 현황","명","10672","11238","11434","11677","11683","11607","11401","11650",
