"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"순환계통 질환 (I00-I99)","여자","10 - 14세","사망률[십만명당]","십만명당",".4",".6","1",".7",".3",".4","1",".5",
"순환계통 질환 (I00-I99)","여자","15 - 19세","사망자수[명]","명","11","16","16","13","16","8","12","6",
"순환계통 질환 (I00-I99)","여자","15 - 19세","사망률[십만명당]","십만명당",".7","1.1","1.1",".9","1.2",".7","1",".5",
"순환계통 질환 (I00-I99)","여자","20 - 24세","사망자수[명]","명","20","23","15","16","16","13","15","21",
"순환계통 질환 (I00-I99)","여자","20 - 24세","사망률[십만명당]","십만명당","1.2","1.4",".9","1","1",".8","1","1.4",
"순환계통 질환 (I00-I99)","여자","25 - 29세","사망자수[명]","명","25","27","20","33","23","29","19","35",
"순환계통 질환 (I00-I99)","여자","25 - 29세","사망률[십만명당]","십만명당","1.7","1.8","1.3","2.1","1.4","1.8","1.1","2.1",
"순환계통 질환 (I00-I99)","여자","30 - 34세","사망자수[명]","명","51","46","63","40","49","46","37","49",
"순환계통 질환 (I00-I99)","여자","30 - 34세","사망률[십만명당]","십만명당","2.8","2.6","3.8","2.6","3.2","3.1","2.4","3.2",
"순환계통 질환 (I00-I99)","여자","35 - 39세","사망자수[명]","명","94","100","92","89","80","82","100","81",
"순환계통 질환 (I00-I99)","여자","35 - 39세","사망률[십만명당]","십만명당","4.9","5.2","4.7","4.5","4.1","4.4","5.7","4.9",
"순환계통 질환 (I00-I99)","여자","40 - 44세","사망자수[명]","명","186","171","140","134","131","138","139","152",
"순환계통 질환 (I00-I99)","여자","40 - 44세","사망률[십만명당]","십만명당","8.6","8.2","6.9","6.9","6.9","7.3","7.2","7.8",
"순환계통 질환 (I00-I99)","여자","45 - 49세","사망자수[명]","명","304","287","293","283","259","244","243","247",
"순환계통 질환 (I00-I99)","여자","45 - 49세","사망률[십만명당]","십만명당","14.1","13","13.1","12.7","11.7","11.3","11.7","12.3",
"순환계통 질환 (I00-I99)","여자","50 - 54세","사망자수[명]","명","384","397","381","387","346","366","372","320",
"순환계통 질환 (I00-I99)","여자","50 - 54세","사망률[십만명당]","십만명당","18.2","19.4","18.9","18.8","16.4","17","17","14.4",
"순환계통 질환 (I00-I99)","여자","55 - 59세","사망자수[명]","명","551","577","543","542","511","525","442","524",
"순환계통 질환 (I00-I99)","여자","55 - 59세","사망률[십만명당]","십만명당","28.3","28.3","25.7","25.4","24.1","25.1","21.7","26.1",
"순환계통 질환 (I00-I99)","여자","60 - 64세","사망자수[명]","명","737","798","700","716","726","810","690","808",
"순환계통 질환 (I00-I99)","여자","60 - 64세","사망률[십만명당]","십만명당","53.3","52.8","43.3","41.9","39.8","42.1","34.1","38.6",
"순환계통 질환 (I00-I99)","여자","65 - 69세","사망자수[명]","명","1085","1167","1103","1017","1006","1000","1063","1226",
"순환계통 질환 (I00-I99)","여자","65 - 69세","사망률[십만명당]","십만명당","98.8","102.6","93.9","83.6","79.5","73.3","71.3","77",
"순환계통 질환 (I00-I99)","여자","70 - 74세","사망자수[명]","명","2460","2304","2053","1865","1703","1632","1787","1811",
"순환계통 질환 (I00-I99)","여자","70 - 74세","사망률[십만명당]","십만명당","249.7","237.3","213.4","190.4","167.2","153","161.8","158.6",
"순환계통 질환 (I00-I99)","여자","75 - 79세","사망자수[명]","명","4922","4649","4630","4685","4088","3883","3624","3553",
"순환계통 질환 (I00-I99)","여자","75 - 79세","사망률[십만명당]","십만명당","609.3","557.9","524.3","507.9","440.8","421.8","398.4","393",
"순환계통 질환 (I00-I99)","여자","80세이상","사망자수[명]","명","20486","21353","22493","23753","22599","23828","24072","27291",
"순환계통 질환 (I00-I99)","여자","80세이상","사망률[십만명당]","십만명당","2242.3","2174.7","2143.8","2126.8","1895.8","1879.3","1791.6","1909.4",
"순환계통 질환 (I00-I99)","여자","80 - 84세","사망자수[명]","명","7094","7271","7293","7618","6910","7060","6806","7554",
"순환계통 질환 (I00-I99)","여자","80 - 84세","사망률[십만명당]","십만명당","1347.6","1286.1","1214.7","1202.7","1032.3","1012.1","940.2","982",
"순환계통 질환 (I00-I99)","여자","85 - 89세","사망자수[명]","명","7434","7695","7957","8461","8034","8513","8597","9739",
"순환계통 질환 (I00-I99)","여자","85 - 89세","사망률[십만명당]","십만명당","2773.3","2665.4","2568.5","2556.5","2261.8","2204.3","2051.6","2186.2",
"순환계통 질환 (I00-I99)","여자","90세이상","사망자수[명]","명","5958","6387","7243","7674","7655","8255","8669","9998",
"순환계통 질환 (I00-I99)","여자","90세이상","사망률[십만명당]","십만명당","5000.8","4996.2","5209","5032.7","4570.9","4481.5","4320.4","4660",
"순환계통 질환 (I00-I99)","여자","15세 미만","사망자수[명]","명","25","29","45","25","22","20","23","24",
"순환계통 질환 (I00-I99)","여자","15세 미만","사망률[십만명당]","십만명당",".7",".9","1.4",".8",".7",".6",".8",".8",
"순환계통 질환 (I00-I99)","여자","15 - 64세","사망자수[명]","명","2363","2442","2263","2253","2157","2261","2069","2243",
"순환계통 질환 (I00-I99)","여자","15 - 64세","사망률[십만명당]","십만명당","13","13.4","12.4","12.4","11.9","12.5","11.6","12.7",
"순환계통 질환 (I00-I99)","여자","65세 이상","사망자수[명]","명","28953","29473","30279","31320","29396","30343","30546","33881",
"순환계통 질환 (I00-I99)","여자","65세 이상","사망률[십만명당]","십만명당","760.8","751.3","744.1","739.4","667.5","657","630","668.5",
"순환계통 질환 (I00-I99)","여자","연령미상","사망자수[명]","명","3","11","5","6","5","4","6","4",
"순환계통 질환 (I00-I99)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"호흡계통의 질환 (J00-J98,U04)","계","계","사망자수[명]","명","27806","29404","32644","37763","36655","36368","36831","41919",
"호흡계통의 질환 (J00-J98,U04)","계","계","사망률[십만명당]","십만명당","54.6","57.5","63.7","73.6","71.4","70.8","71.7","81.8",
"호흡계통의 질환 (J00-J98,U04)","계","0세","사망자수[명]","명","16","14","12","9","8","7","4","10",
"호흡계통의 질환 (J00-J98,U04)","계","0세","사망률[십만명당]","십만명당","3.8","3.4","3.2","2.7","2.6","2.5","1.5","4",
"호흡계통의 질환 (J00-J98,U04)","계","1 - 4세","사망자수[명]","명","11","19","10","7","6","8","7","10",
"호흡계통의 질환 (J00-J98,U04)","계","1 - 4세","사망률[십만명당]","십만명당",".6","1",".6",".4",".4",".5",".5",".8",
"호흡계통의 질환 (J00-J98,U04)","계","5 - 9세","사망자수[명]","명","7","11","3","3","7","2","3","5",
"호흡계통의 질환 (J00-J98,U04)","계","5 - 9세","사망률[십만명당]","십만명당",".3",".5",".1",".1",".3",".1",".1",".2",
"호흡계통의 질환 (J00-J98,U04)","계","10 - 14세","사망자수[명]","명","3","9","7","7","7","2","3","2",
"호흡계통의 질환 (J00-J98,U04)","계","10 - 14세","사망률[십만명당]","십만명당",".1",".4",".3",".3",".3",".1",".1",".1",
"호흡계통의 질환 (J00-J98,U04)","계","15 - 19세","사망자수[명]","명","7","10","9","10","12","13","3","9",
"호흡계통의 질환 (J00-J98,U04)","계","15 - 19세","사망률[십만명당]","십만명당",".2",".3",".3",".3",".4",".5",".1",".4",
"호흡계통의 질환 (J00-J98,U04)","계","20 - 24세","사망자수[명]","명","13","12","19","17","17","16","13","17",
"호흡계통의 질환 (J00-J98,U04)","계","20 - 24세","사망률[십만명당]","십만명당",".4",".3",".5",".5",".5",".5",".4",".6",
"호흡계통의 질환 (J00-J98,U04)","계","25 - 29세","사망자수[명]","명","22","26","14","28","16","18","7","26",
"호흡계통의 질환 (J00-J98,U04)","계","25 - 29세","사망률[십만명당]","십만명당",".7",".8",".4",".8",".5",".5",".2",".7",
"호흡계통의 질환 (J00-J98,U04)","계","30 - 34세","사망자수[명]","명","35","33","31","24","36","22","22","21",
"호흡계통의 질환 (J00-J98,U04)","계","30 - 34세","사망률[십만명당]","십만명당",".9",".9",".9",".7","1.1",".7",".7",".6",
"호흡계통의 질환 (J00-J98,U04)","계","35 - 39세","사망자수[명]","명","39","53","49","46","34","51","37","54",
"호흡계통의 질환 (J00-J98,U04)","계","35 - 39세","사망률[십만명당]","십만명당","1","1.3","1.2","1.1",".9","1.3","1","1.6",
"호흡계통의 질환 (J00-J98,U04)","계","40 - 44세","사망자수[명]","명","79","84","91","97","74","51","74","84",
"호흡계통의 질환 (J00-J98,U04)","계","40 - 44세","사망률[십만명당]","십만명당","1.8","2","2.2","2.4","1.9","1.3","1.9","2.1",
"호흡계통의 질환 (J00-J98,U04)","계","45 - 49세","사망자수[명]","명","170","168","154","174","177","182","150","162",
"호흡계통의 질환 (J00-J98,U04)","계","45 - 49세","사망률[십만명당]","십만명당","3.9","3.8","3.4","3.8","4","4.2","3.5","4",
"호흡계통의 질환 (J00-J98,U04)","계","50 - 54세","사망자수[명]","명","305","336","269","350","322","317","306","346",
"호흡계통의 질환 (J00-J98,U04)","계","50 - 54세","사망률[십만명당]","십만명당","7.1","8.1","6.6","8.4","7.6","7.3","6.9","7.7",
"호흡계통의 질환 (J00-J98,U04)","계","55 - 59세","사망자수[명]","명","522","552","568","687","568","559","534","634",
"호흡계통의 질환 (J00-J98,U04)","계","55 - 59세","사망률[십만명당]","십만명당","13.4","13.5","13.4","16.1","13.3","13.3","13","15.6",
"호흡계통의 질환 (J00-J98,U04)","계","60 - 64세","사망자수[명]","명","769","935","885","1056","1009","1050","1053","1232",
"호흡계통의 질환 (J00-J98,U04)","계","60 - 64세","사망률[십만명당]","십만명당","28.3","31.5","27.9","31.3","28","27.6","26.3","29.7",
"호흡계통의 질환 (J00-J98,U04)","계","65 - 69세","사망자수[명]","명","1312","1400","1452","1581","1557","1563","1745","1880",
"호흡계통의 질환 (J00-J98,U04)","계","65 - 69세","사망률[십만명당]","십만명당","62.2","64","64.2","67.4","63.7","59.3","60.6","60.9",
"호흡계통의 질환 (J00-J98,U04)","계","70 - 74세","사망자수[명]","명","2703","2618","2646","2761","2683","2707","2825","3116",
"호흡계통의 질환 (J00-J98,U04)","계","70 - 74세","사망률[십만명당]","십만명당","152.1","148.3","149.8","152.2","141","135.3","136.1","145",
"호흡계통의 질환 (J00-J98,U04)","계","75 - 79세","사망자수[명]","명","4896","4931","5369","6089","5655","5507","5173","5436",
"호흡계통의 질환 (J00-J98,U04)","계","75 - 79세","사망률[십만명당]","십만명당","361.7","350.2","356.4","384.1","352.7","343.6","323.7","338.8",
"호흡계통의 질환 (J00-J98,U04)","계","80세이상","사망자수[명]","명","16897","18187","21051","24812","24460","24286","24867","28873",
"호흡계통의 질환 (J00-J98,U04)","계","80세이상","사망률[십만명당]","십만명당","1287.8","1279.3","1374.2","1509.2","1382.5","1281.1","1229.3","1330.2",
"호흡계통의 질환 (J00-J98,U04)","계","80 - 84세","사망자수[명]","명","6156","6742","7635","8886","8516","8445","8607","9494",
"호흡계통의 질환 (J00-J98,U04)","계","80 - 84세","사망률[십만명당]","십만명당","775.1","780","822.3","897.9","806.3","760.2","739.9","760.9",
"호흡계통의 질환 (J00-J98,U04)","계","85 - 89세","사망자수[명]","명","5781","6267","7203","8602","8539","8599","8958","10243",
"호흡계통의 질환 (J00-J98,U04)","계","85 - 89세","사망률[십만명당]","십만명당","1583.5","1590.1","1689.3","1868.1","1709.1","1564.4","1484.9","1582",
"호흡계통의 질환 (J00-J98,U04)","계","90세이상","사망자수[명]","명","4960","5178","6213","7324","7405","7242","7302","9136",
"호흡계통의 질환 (J00-J98,U04)","계","90세이상","사망률[십만명당]","십만명당","3246.8","3173.3","3509.9","3775.6","3468.1","3079.7","2848.8","3319.7",
"호흡계통의 질환 (J00-J98,U04)","계","15세 미만","사망자수[명]","명","37","53","32","26","28","19","17","27",
"호흡계통의 질환 (J00-J98,U04)","계","15세 미만","사망률[십만명당]","십만명당",".5",".8",".5",".4",".4",".3",".3",".4",
"호흡계통의 질환 (J00-J98,U04)","계","15 - 64세","사망자수[명]","명","1961","2209","2089","2489","2265","2279","2199","2585",
"호흡계통의 질환 (J00-J98,U04)","계","15 - 64세","사망률[십만명당]","십만명당","5.3","5.9","5.6","6.7","6.1","6.2","6","7.1",
"호흡계통의 질환 (J00-J98,U04)","계","65세 이상","사망자수[명]","명","25808","27136","30518","35243","34355","34063","34610","39305",
"호흡계통의 질환 (J00-J98,U04)","계","65세 이상","사망률[십만명당]","십만명당","393.9","400.2","431.9","476.9","445.1","418.7","403.5","436.2",
"호흡계통의 질환 (J00-J98,U04)","계","연령미상","사망자수[명]","명","0","6","5","5","7","7","5","2",
"호흡계통의 질환 (J00-J98,U04)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"호흡계통의 질환 (J00-J98,U04)","남자","계","사망자수[명]","명","15507","16394","18129","20777","20513","20671","21293","23662",
"호흡계통의 질환 (J00-J98,U04)","남자","계","사망률[십만명당]","십만명당","60.9","64.2","70.9","81.2","80.1","80.7","83.2","92.6",
"호흡계통의 질환 (J00-J98,U04)","남자","0세","사망자수[명]","명","8","7","7","4","5","3","2","7",
"호흡계통의 질환 (J00-J98,U04)","남자","0세","사망률[십만명당]","십만명당","3.7","3.3","3.7","2.3","3.2","2.1","1.5","5.5",
"호흡계통의 질환 (J00-J98,U04)","남자","1 - 4세","사망자수[명]","명","7","8","3","2","4","5","7","4",
"호흡계통의 질환 (J00-J98,U04)","남자","1 - 4세","사망률[십만명당]","십만명당",".7",".9",".3",".2",".5",".7","1",".6",
"호흡계통의 질환 (J00-J98,U04)","남자","5 - 9세","사망자수[명]","명","4","6","2","1","6","1","2","1",
"호흡계통의 질환 (J00-J98,U04)","남자","5 - 9세","사망률[십만명당]","십만명당",".3",".5",".2",".1",".5",".1",".2",".1",
"호흡계통의 질환 (J00-J98,U04)","남자","10 - 14세","사망자수[명]","명","2","2","1","2","5","0","1","2",
"호흡계통의 질환 (J00-J98,U04)","남자","10 - 14세","사망률[십만명당]","십만명당",".2",".2",".1",".2",".4","",".1",".2",
"호흡계통의 질환 (J00-J98,U04)","남자","15 - 19세","사망자수[명]","명","3","7","6","8","8","7","1","5",
"호흡계통의 질환 (J00-J98,U04)","남자","15 - 19세","사망률[십만명당]","십만명당",".2",".4",".4",".5",".6",".5",".1",".4",
"호흡계통의 질환 (J00-J98,U04)","남자","20 - 24세","사망자수[명]","명","8","10","13","11","11","10","8","10",
"호흡계통의 질환 (J00-J98,U04)","남자","20 - 24세","사망률[십만명당]","십만명당",".4",".5",".7",".6",".6",".6",".5",".6",
"호흡계통의 질환 (J00-J98,U04)","남자","25 - 29세","사망자수[명]","명","10","11","8","21","9","13","6","18",
"호흡계통의 질환 (J00-J98,U04)","남자","25 - 29세","사망률[십만명당]","십만명당",".6",".7",".5","1.2",".5",".7",".3","1",
"호흡계통의 질환 (J00-J98,U04)","남자","30 - 34세","사망자수[명]","명","20","18","22","15","25","11","15","15",
"호흡계통의 질환 (J00-J98,U04)","남자","30 - 34세","사망률[십만명당]","십만명당","1","1","1.3",".9","1.5",".7",".9",".9",
"호흡계통의 질환 (J00-J98,U04)","남자","35 - 39세","사망자수[명]","명","24","31","30","31","20","30","25","34",
"호흡계통의 질환 (J00-J98,U04)","남자","35 - 39세","사망률[십만명당]","십만명당","1.2","1.5","1.5","1.5","1","1.6","1.4","2",
"호흡계통의 질환 (J00-J98,U04)","남자","40 - 44세","사망자수[명]","명","53","61","66","69","48","33","47","55",
"호흡계통의 질환 (J00-J98,U04)","남자","40 - 44세","사망률[십만명당]","십만명당","2.4","2.8","3.2","3.4","2.4","1.7","2.4","2.7",
"호흡계통의 질환 (J00-J98,U04)","남자","45 - 49세","사망자수[명]","명","119","126","105","123","124","131","109","106",
"호흡계통의 질환 (J00-J98,U04)","남자","45 - 49세","사망률[십만명당]","십만명당","5.4","5.6","4.6","5.3","5.5","5.9","5.1","5.1",
"호흡계통의 질환 (J00-J98,U04)","남자","50 - 54세","사망자수[명]","명","240","272","213","270","237","244","222","251",
"호흡계통의 질환 (J00-J98,U04)","남자","50 - 54세","사망률[십만명당]","십만명당","11.1","12.8","10.2","12.9","11","11.2","10","11.1",
"호흡계통의 질환 (J00-J98,U04)","남자","55 - 59세","사망자수[명]","명","407","419","444","540","450","439","412","477",
"호흡계통의 질환 (J00-J98,U04)","남자","55 - 59세","사망률[십만명당]","십만명당","21","20.6","21","25.2","21.1","20.8","19.8","23.3",
"호흡계통의 질환 (J00-J98,U04)","남자","60 - 64세","사망자수[명]","명","607","710","689","805","799","831","819","966",
"호흡계통의 질환 (J00-J98,U04)","남자","60 - 64세","사망률[십만명당]","십만명당","45.6","48.8","44.1","48.3","44.9","44.2","41.4","47.1",
"호흡계통의 질환 (J00-J98,U04)","남자","65 - 69세","사망자수[명]","명","985","1077","1108","1192","1206","1221","1365","1446",
"호흡계통의 질환 (J00-J98,U04)","남자","65 - 69세","사망률[십만명당]","십만명당","97.4","102.7","101.9","105.6","102.4","96","98.1","96.8",
"호흡계통의 질환 (J00-J98,U04)","남자","70 - 74세","사망자수[명]","명","1959","1894","1974","2042","2016","2043","2081","2347",
"호흡계통의 질환 (J00-J98,U04)","남자","70 - 74세","사망률[십만명당]","십만명당","247.4","238.3","245.6","244.6","228.1","218.7","214.4","233.2",
"호흡계통의 질환 (J00-J98,U04)","남자","75 - 79세","사망자수[명]","명","3270","3298","3613","4065","3837","3787","3593","3731",
"호흡계통의 질환 (J00-J98,U04)","남자","75 - 79세","사망률[십만명당]","십만명당","599.1","573.7","579.6","613.2","567.7","555.2","521.9","532.8",
"호흡계통의 질환 (J00-J98,U04)","남자","80세이상","사망자수[명]","명","7781","8436","9824","11574","11700","11860","12577","14187",
"호흡계통의 질환 (J00-J98,U04)","남자","80세이상","사망률[십만명당]","십만명당","1952.8","1918","2035.3","2195.2","2026.9","1889.2","1851.5","1914",
"호흡계통의 질환 (J00-J98,U04)","남자","80 - 84세","사망자수[명]","명","3486","3940","4474","5177","5117","5113","5352","5870",
"호흡계통의 질환 (J00-J98,U04)","남자","80 - 84세","사망률[십만명당]","십만명당","1301.7","1317.5","1363.6","1453.3","1323","1236.9","1218.1","1226.6",
"호흡계통의 질환 (J00-J98,U04)","남자","85 - 89세","사망자수[명]","명","2640","2800","3291","4040","4080","4236","4629","5148",
"호흡계통의 질환 (J00-J98,U04)","남자","85 - 89세","사망률[십만명당]","십만명당","2721.1","2655.7","2822.6","3119.4","2825.3","2591.6","2512.4","2548.3",
"호흡계통의 질환 (J00-J98,U04)","남자","90세이상","사망자수[명]","명","1655","1696","2059","2357","2503","2511","2596","3169",
"호흡계통의 질환 (J00-J98,U04)","남자","90세이상","사망률[십만명당]","십만명당","4922.4","4799.5","5422.8","5679.4","5436.2","4928.7","4663.5","5224.5",
"호흡계통의 질환 (J00-J98,U04)","남자","15세 미만","사망자수[명]","명","21","23","13","9","20","9","12","14",
"호흡계통의 질환 (J00-J98,U04)","남자","15세 미만","사망률[십만명당]","십만명당",".6",".6",".4",".3",".6",".3",".4",".5",
"호흡계통의 질환 (J00-J98,U04)","남자","15 - 64세","사망자수[명]","명","1491","1665","1596","1893","1731","1749","1664","1937",
"호흡계통의 질환 (J00-J98,U04)","남자","15 - 64세","사망률[십만명당]","십만명당","7.8","8.7","8.4","10","9.1","9.3","8.9","10.5",
"호흡계통의 질환 (J00-J98,U04)","남자","65세 이상","사망자수[명]","명","13995","14705","16519","18873","18759","18911","19616","21711",
"호흡계통의 질환 (J00-J98,U04)","남자","65세 이상","사망률[십만명당]","십만명당","509.4","514.5","551.2","598.4","565.9","537.9","526","550.7",
"호흡계통의 질환 (J00-J98,U04)","남자","연령미상","사망자수[명]","명","0","1","1","2","3","2","1","0",
"호흡계통의 질환 (J00-J98,U04)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"호흡계통의 질환 (J00-J98,U04)","여자","계","사망자수[명]","명","12299","13010","14515","16986","16142","15697","15538","18257",
"호흡계통의 질환 (J00-J98,U04)","여자","계","사망률[십만명당]","십만명당","48.2","50.8","56.6","66.1","62.7","61","60.4","71",
"호흡계통의 질환 (J00-J98,U04)","여자","0세","사망자수[명]","명","8","7","5","5","3","4","2","3",
"호흡계통의 질환 (J00-J98,U04)","여자","0세","사망률[십만명당]","십만명당","3.9","3.5","2.8","3.1","2","2.9","1.6","2.5",
"호흡계통의 질환 (J00-J98,U04)","여자","1 - 4세","사망자수[명]","명","4","11","7","5","2","3","0","6",
"호흡계통의 질환 (J00-J98,U04)","여자","1 - 4세","사망률[십만명당]","십만명당",".4","1.2",".8",".6",".3",".4","","1",
"호흡계통의 질환 (J00-J98,U04)","여자","5 - 9세","사망자수[명]","명","3","5","1","2","1","1","1","4",
"호흡계통의 질환 (J00-J98,U04)","여자","5 - 9세","사망률[십만명당]","십만명당",".3",".4",".1",".2",".1",".1",".1",".4",
"호흡계통의 질환 (J00-J98,U04)","여자","10 - 14세","사망자수[명]","명","1","7","6","5","2","2","2","0",
"호흡계통의 질환 (J00-J98,U04)","여자","10 - 14세","사망률[십만명당]","십만명당",".1",".6",".5",".4",".2",".2",".2","",
"호흡계통의 질환 (J00-J98,U04)","여자","15 - 19세","사망자수[명]","명","4","3","3","2","4","6","2","4",
"호흡계통의 질환 (J00-J98,U04)","여자","15 - 19세","사망률[십만명당]","십만명당",".3",".2",".2",".1",".3",".5",".2",".4",
"호흡계통의 질환 (J00-J98,U04)","여자","20 - 24세","사망자수[명]","명","5","2","6","6","6","6","5","7",
"호흡계통의 질환 (J00-J98,U04)","여자","20 - 24세","사망률[십만명당]","십만명당",".3",".1",".4",".4",".4",".4",".3",".5",
"호흡계통의 질환 (J00-J98,U04)","여자","25 - 29세","사망자수[명]","명","12","15","6","7","7","5","1","8",
"호흡계통의 질환 (J00-J98,U04)","여자","25 - 29세","사망률[십만명당]","십만명당",".8","1",".4",".4",".4",".3",".1",".5",
"호흡계통의 질환 (J00-J98,U04)","여자","30 - 34세","사망자수[명]","명","15","15","9","9","11","11","7","6",
"호흡계통의 질환 (J00-J98,U04)","여자","30 - 34세","사망률[십만명당]","십만명당",".8",".9",".5",".6",".7",".7",".5",".4",
"호흡계통의 질환 (J00-J98,U04)","여자","35 - 39세","사망자수[명]","명","15","22","19","15","14","21","12","20",
"호흡계통의 질환 (J00-J98,U04)","여자","35 - 39세","사망률[십만명당]","십만명당",".8","1.1","1",".8",".7","1.1",".7","1.2",
"호흡계통의 질환 (J00-J98,U04)","여자","40 - 44세","사망자수[명]","명","26","23","25","28","26","18","27","29",
"호흡계통의 질환 (J00-J98,U04)","여자","40 - 44세","사망률[십만명당]","십만명당","1.2","1.1","1.2","1.4","1.4",".9","1.4","1.5",
"호흡계통의 질환 (J00-J98,U04)","여자","45 - 49세","사망자수[명]","명","51","42","49","51","53","51","41","56",
"호흡계통의 질환 (J00-J98,U04)","여자","45 - 49세","사망률[십만명당]","십만명당","2.4","1.9","2.2","2.3","2.4","2.4","2","2.8",
"호흡계통의 질환 (J00-J98,U04)","여자","50 - 54세","사망자수[명]","명","65","64","56","80","85","73","84","95",
"호흡계통의 질환 (J00-J98,U04)","여자","50 - 54세","사망률[십만명당]","십만명당","3.1","3.1","2.8","3.9","4","3.4","3.8","4.3",
"호흡계통의 질환 (J00-J98,U04)","여자","55 - 59세","사망자수[명]","명","115","133","124","147","118","120","122","157",
"호흡계통의 질환 (J00-J98,U04)","여자","55 - 59세","사망률[십만명당]","십만명당","5.9","6.5","5.9","6.9","5.6","5.7","6","7.8",
"호흡계통의 질환 (J00-J98,U04)","여자","60 - 64세","사망자수[명]","명","162","225","196","251","210","219","234","266",
"호흡계통의 질환 (J00-J98,U04)","여자","60 - 64세","사망률[십만명당]","십만명당","11.7","14.9","12.1","14.7","11.5","11.4","11.6","12.7",
"호흡계통의 질환 (J00-J98,U04)","여자","65 - 69세","사망자수[명]","명","327","323","344","389","351","342","380","434",
"호흡계통의 질환 (J00-J98,U04)","여자","65 - 69세","사망률[십만명당]","십만명당","29.8","28.4","29.3","32","27.7","25.1","25.5","27.2",
"호흡계통의 질환 (J00-J98,U04)","여자","70 - 74세","사망자수[명]","명","744","724","672","719","667","664","744","769",
"호흡계통의 질환 (J00-J98,U04)","여자","70 - 74세","사망률[십만명당]","십만명당","75.5","74.6","69.8","73.4","65.5","62.3","67.3","67.3",
"호흡계통의 질환 (J00-J98,U04)","여자","75 - 79세","사망자수[명]","명","1626","1633","1756","2024","1818","1720","1580","1705",
"호흡계통의 질환 (J00-J98,U04)","여자","75 - 79세","사망률[십만명당]","십만명당","201.3","196","198.8","219.4","196","186.8","173.7","188.6",
"호흡계통의 질환 (J00-J98,U04)","여자","80세이상","사망자수[명]","명","9116","9751","11227","13238","12760","12426","12290","14686",
"호흡계통의 질환 (J00-J98,U04)","여자","80세이상","사망률[십만명당]","십만명당","997.8","993.1","1070","1185.3","1070.4","980","914.7","1027.5",
"호흡계통의 질환 (J00-J98,U04)","여자","80 - 84세","사망자수[명]","명","2670","2802","3161","3709","3399","3332","3255","3624",
"호흡계통의 질환 (J00-J98,U04)","여자","80 - 84세","사망률[십만명당]","십만명당","507.2","495.6","526.5","585.6","507.8","477.7","449.7","471.1",
"호흡계통의 질환 (J00-J98,U04)","여자","85 - 89세","사망자수[명]","명","3141","3467","3912","4562","4459","4363","4329","5095",
"호흡계통의 질환 (J00-J98,U04)","여자","85 - 89세","사망률[십만명당]","십만명당","1171.8","1200.9","1262.8","1378.4","1255.3","1129.7","1033.1","1143.7",
"호흡계통의 질환 (J00-J98,U04)","여자","90세이상","사망자수[명]","명","3305","3482","4154","4967","4902","4731","4706","5967",
"호흡계통의 질환 (J00-J98,U04)","여자","90세이상","사망률[십만명당]","십만명당","2774","2723.8","2987.5","3257.4","2927.1","2568.4","2345.3","2781.2",
"호흡계통의 질환 (J00-J98,U04)","여자","15세 미만","사망자수[명]","명","16","30","19","17","8","10","5","13",
"호흡계통의 질환 (J00-J98,U04)","여자","15세 미만","사망률[십만명당]","십만명당",".5",".9",".6",".5",".3",".3",".2",".4",
"호흡계통의 질환 (J00-J98,U04)","여자","15 - 64세","사망자수[명]","명","470","544","493","596","534","530","535","648",
"호흡계통의 질환 (J00-J98,U04)","여자","15 - 64세","사망률[십만명당]","십만명당","2.6","3","2.7","3.3","2.9","2.9","3","3.7",
"호흡계통의 질환 (J00-J98,U04)","여자","65세 이상","사망자수[명]","명","11813","12431","13999","16370","15596","15152","14994","17594",
"호흡계통의 질환 (J00-J98,U04)","여자","65세 이상","사망률[십만명당]","십만명당","310.4","316.9","344","386.5","354.1","328.1","309.2","347.1",
"호흡계통의 질환 (J00-J98,U04)","여자","연령미상","사망자수[명]","명","0","5","4","3","4","5","4","2",
"호흡계통의 질환 (J00-J98,U04)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"소화계통의 질환 (K00-K92)","계","계","사망자수[명]","명","11709","11949","12132","12401","11963","12870","13144","14123",
"소화계통의 질환 (K00-K92)","계","계","사망률[십만명당]","십만명당","23","23.4","23.7","24.2","23.3","25.1","25.6","27.6",
"소화계통의 질환 (K00-K92)","계","0세","사망자수[명]","명","3","4","1","4","4","6","7","3",
"소화계통의 질환 (K00-K92)","계","0세","사망률[십만명당]","십만명당",".7","1",".3","1.2","1.3","2.1","2.7","1.2",
"소화계통의 질환 (K00-K92)","계","1 - 4세","사망자수[명]","명","5","5","2","2","1","4","3","3",
"소화계통의 질환 (K00-K92)","계","1 - 4세","사망률[십만명당]","십만명당",".3",".3",".1",".1",".1",".3",".2",".2",
"소화계통의 질환 (K00-K92)","계","5 - 9세","사망자수[명]","명","3","4","1","5","0","4","1","2",
"소화계통의 질환 (K00-K92)","계","5 - 9세","사망률[십만명당]","십만명당",".1",".2","0",".2","",".2","0",".1",
