"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"Á¦Ãµ","¿ùÆò±Õ","",".009",".005",".007",".005",".004",".003",".003",".003",".003",".004",".006",".01",".01",".009",".007",".004",".004",".002",".002",".002",".002",".003",".003",".005",".007",".007",".005",".003",".003",".002",".002",".002",".002",".003",".004",".004",".005",".005",".005",".003",".003",".002",".003",".002",".003",".003",".005",".007",".008",".007",".006",".004",".003",".004",".004",".005",".004",".005",".006",".006",".008",".006",".006",".004",".004",".004",".004",".002",".003",".003",".002",".002",".003",".003","0.002**","0.005*",".005","",".003",".002",".003",".003",".004",".004",".004",".004",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0027",".0028",".0023",".0016",".0016",".0016",".0015",".0016",".0014",".0016",".002",".0022",
"Ã»¿ø","¿ùÆò±Õ","",".005",".005",".005",".005",".006",".004",".001",".001",".003",".003",".003",".004","","","","","","","","","","","",".006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"´Ü¾ç","¿ùÆò±Õ","",".007",".006",".006",".004",".004",".002",".002",".002",".002",".002",".003",".005",".005",".005",".005",".004",".003",".002",".002",".002",".002",".002",".003",".005",".006",".006",".005",".004",".003",".002",".002",".002",".003",".003",".004",".005",".005",".007",".006",".004",".004",".004",".004",".003",".003",".003",".004",".004",".005",".005",".005",".004",".004",".003",".003",".002",".002",".002",".003",".003",".004",".003",".002",".003",".002",".002",".003",".002",".003",".004",".006",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".003",".004",".004",".004",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0032",".0037",".0032",".0027",".0024",".0024",".0016",".0018",".0017",".0024",".0026",".0027",
"ÁøÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".002",".002",".003",".003",".003",".004",".004",".003",".003",".003",".001",".003",".003",".002",".003",".004",".004",".004",".005",".003",".003",".005",".004",".003",".002",".002",".003",".004",".005",".004",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".002",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0023",".0029",".0029",".002",".0022",".0021",".0019",".0021",".0021",".0019",".002",".0023",
"¿ÁÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".002",".002",".002",".003",".003",".004",".004",".004",".003",".002",".002",".003",".003",".003",".003",".002",".004",".005",".005",".005",".004",".003",".004",".002",".003",".002",".002",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".002",".003",".003",".004",".004",".004",".003",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".001",".002",".002",".002",".0019",".002",".002",".0016",".0016",".0015",".0011",".0012",".0012",".0014",".0018",".002",
"¿µµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".002",".002",".002",".003",".006",".004",".005",".005",".006",".004",".004",".004",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0021",".0023",".0019",".0016",".0017",".0017",".0013",".0013",".0011",".0015",".0018",".0016",
"ÁõÆò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".001",".001",".003",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002","0.002*","0","",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0022",".0023",".0024",".0019",".002",".002",".0019",".0019",".0017",".0017",".0019",".002",
"º¸Àº","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003","0.003*",".002",".002",".002",".002",".002",".002",".002",".002",".0018",".0021",".0023",".0029",".0022",".0023",".0024",".0026",".0028",".0025",".002",".0023",
"µµÆò±Õ","¿ùÆò±Õ","",".007",".005",".005",".004",".004",".002",".002",".002",".003",".003",".004",".005",".006",".006",".006",".004",".004",".003",".002",".002",".003",".003",".003",".005",".006",".005",".005",".004",".004",".003",".002",".002",".002",".002",".003",".004",".004",".005",".004",".003",".003",".003",".002",".003",".003",".003",".003",".004",".005",".005",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".005",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0024",".0025",".0024",".002",".0019",".0019",".0017",".0017",".0017",".0018",".002",".0021",
"Ãµ¾È","¿ùÆò±Õ","",".006",".007",".006",".005",".004",".003",".003",".002",".002",".003",".005",".005",".005",".004",".005",".003",".004",".003",".002",".002",".002",".003",".003",".004",".004",".003",".003",".003",".003",".004",".003",".004",".002",".003",".003",".004",".004",".003",".004",".003",".003",".004",".002",".002",".002",".002",".003",".003",".004",".004",".003",".003",".003",".004",".004",".003",".003",".004",".004",".004",".005",".005",".004",".003",".004",".004",".003",".003",".003",".003",".004",".003",".003",".003","0.003*","0.003*","0.003*",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003","0.003*",".003",".004",".004",".003",".003",".003",".003",".003",".002",".002",".003",".003",".003",".0029",".0033",".0034",".0027","0.0029*","0.0030*",".0028",".003",".0026",".0026",".0029",".003",
"´çÁø","¿ùÆò±Õ","",".004",".004",".004",".005",".005",".004",".003",".003",".003",".003",".004",".004",".004",".004",".005",".004",".004",".003",".002",".002",".003",".003",".003",".004",".004",".003",".004",".004",".004",".004",".004",".004",".002",".002",".003",".004",".004",".004",".005",".004",".004",".005",".003",".003",".002",".002","0.003*","0.005*","0.006*",".007",".005",".006",".006",".007",".006",".007",".006",".006",".006",".008",".008",".008",".006",".007",".007",".007",".005",".007",".005",".005",".005",".006",".005",".004",".006",".006",".005",".004",".004",".003",".004",".005",".005",".005",".006",".006",".005",".005",".005",".004",".005",".004",".003",".004","0.007**",".006",".006",".006",".005",".005",".005",".003",".004",".003",".003",".004",".003",".004",".0044",".0045",".0047",".0035",".0033",".0037",".0028",".0033",".0032",".0032",".004",".0035",
"¼­»ê","¿ùÆò±Õ","",".007",".007",".005",".005",".005",".004",".003",".004",".004",".004",".005",".005",".005",".005",".005",".004",".005",".004",".003",".004",".005",".004",".004",".005",".005",".005",".005",".005",".004",".004",".003",".005","0.003*",".003",".004",".005",".004",".004",".009",".006",".006",".005",".002",".003",".004",".004",".003",".003",".004",".004",".004",".004",".004",".005",".005",".005",".004",".004",".005",".005",".005",".005",".005",".005",".006",".006",".004",".005",".005",".004",".004",".003",".004",".003",".003",".003",".003",".003",".003",".003",".004","0.004*",".004",".005",".005",".004",".005",".004",".004",".004",".004",".004",".004",".004",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0033",".0035",".0029",".003",".0028",".0026",".0029",".0029",".0029",".0032",".0034",
"¾Æ»ê","¿ùÆò±Õ","",".006",".005",".005",".005",".005",".003",".003",".002",".005",".005",".006",".007",".006",".006",".007",".004",".006",".005",".004",".003",".003",".003",".002",".003",".006",".002",".004",".003",".003",".003",".003",".005",".002",".002",".003",".004",".002",".003",".004",".003",".004",".004",".002",".002",".003",".003",".003",".004",".004",".004","0.003**",".004",".004",".005",".003",".004",".003",".003",".004",".004",".005",".005",".004",".004",".005",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".004",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".0033",".0035",".0035",".003",".0031",".0032",".0029",".0032",".003",".003",".0031",".0031",
"³í»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".002",".002",".001",".003",".003",".004",".005",".003",".003",".002",".003",".003",".002",".003",".003",".003",".004",".005",".004",".004",".003",".003",".002",".002",".002",".002",".002",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".0031",".0029",".0027",".0025",".0024",".0022",".0026",".0027",".0029",".0028",".0029",
"ÅÂ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".003","0.003*",".003",".003",".004",".004",".004",".003",".003",".003",".004",".004",".004",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".005",".005",".003",".003",".004",".003",".003",".003",".003",".002",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".003",".003",".004",".004",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".002",".003",".002",".003",".003",".003",".003",".0029",".0033",".003",".0025",".0025",".0024",".0026",".0028",".0028",".0024",".003",".0031",
"º¸·É","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".003",".003",".004",".005",".005",".004",".003",".003",".003","0.003*",".004",".004",".003",".003",".003",".004",".005",".005",".005",".004",".005",".005",".004",".005",".004",".003",".003",".003",".004",".003",".003",".004",".004",".004",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".002",".003",".0028",".003",".0031",".0029",".003",".0032",".0032",".0033",".0028",".0028",".0029",".0032",
"È«¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".003",".003",".005",".004",".004",".003",".003",".003",".004",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".003",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0027",".0029",".0029",".0027",".0027",".003",".0033",".0031",".0027",".0026",".0028",".0029",
"°øÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".002",".002",".003",".003",".004",".004",".003",".003",".003",".004",".004",".003",".002",".002",".003",".003",".004",".004",".003",".003",".004",".003",".003",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".005",".005",".004",".004",".004",".004",".004",".004","0.004*","0.004**",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".0026",".003",".0031",".003",".003",".0031",".0032",".0032",".0029",".0029",".003",".003",
"ºÎ¿©","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".002",".001",".002",".003",".004",".004",".002",".002",".003",".002",".003",".003",".002",".003",".003",".004",".005",".005",".004",".003",".003",".003",".003",".003",".003",".002",".003",".004",".004",".003",".003",".002",".002",".002",".002",".002",".002",".004",".004",".003",".003",".003",".002",".003",".004",".004",".003",".003",".003",".003",".002",".003",".004",".003",".003",".002",".003",".003",".002",".002",".002",".003",".003",".003",".0027",".0026",".0026",".0023",".0023",".0023",".0023",".0024",".0027",".0026",".0024",".0024",
"Ã»¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004*",".005",".005",".003",".003",".003",".004",".004",".003",".002",".002",".003",".003",".004",".005",".005",".005",".006",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".004",".003",".004",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0031",".0031",".0031",".0029",".0028",".0028",".0031","0.0028*","0.0030**","0.0031**","0.0036*",".0032",
"±Ý»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004*",".004",".004",".003",".003",".003",".003",".002",".002",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".005",".004",".004","0.003*",".004",".004",".004",".004",".003",".003",".003",".003",".004",".004",".003",".003",".003",".002",".003",".003",".003",".002",".003",".003",".0035",".0043",".0042",".0035",".0036",".0038","0.0027*",".0028",".0025",".0025",".0026",".003",
"¿¹»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".002",".002",".003",".004",".005",".006",".005",".004",".004",".004",".004",".004",".004",".003",".004",".004",".005",".005",".006",".005",".005",".006",".005",".002",".003",".003",".002",".004",".005",".005",".004",".004",".003",".003",".003",".004",".004",".003",".004",".004",".005",".005",".006",".006",".005",".005",".004",".005",".004",".004",".004","0.003*",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0033",".0032",".0029",".0028",".0031",".0032",".0033",".0035",".0031",".0031",".0032",".0031",
"°è·æ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002**",".002",".002",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".002",".002",".002",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".004",".003",".004",".004",".004",".004",".004",".003","",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".003",".003",".0025",".0027",".0028",".0028",".0031",".0027",".0024",".0025",".0024",".0026",".0028",".0029",
"¼­Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002**",".002",".003",".003",".004",".003",".003",".003",".003",".003",".004",".003",".003",".002",".003",".002",".002",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".0029",".0028",".0026",".0026",".0026",".0024",".0024",".0023",".0024",".0025",".0027",".0025",
"µµÆò±Õ","¿ùÆò±Õ","",".006",".006",".005",".005",".004",".004",".003",".003",".003",".004",".005",".005",".005",".005",".005",".004",".005",".004",".003",".003",".003",".003",".003",".004",".005",".003",".004",".004",".004",".004",".003",".004",".002",".003",".003",".004",".004",".004",".006",".004",".004",".004",".002",".003",".003",".003",".003",".004",".004",".005",".003",".004",".003",".004",".004",".004",".003",".003",".004",".004",".005",".005",".004",".004",".004",".004",".003",".004",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".004",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0031",".0033",".0033",".0029",".0029",".0029",".0028",".003",".0028",".0028",".003",".0031",
"ÀÓ½Ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003","0.002*",".003",".003",".003",".004",".004",".004",".004",".004",".004","0.005*",".004",".004","0.003*",".003",".003",".003",".003",".004",".004",".003",".002",".003",".004","0.004*","0.003*",".004",".005",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004",".005",".006",".004",".004",".003",".003",".003",".004",".003",".003",".002",".003",".0021",".0022",".0023",".0022",".0022",".0022",".0024",".0021",".0023",".0021",".0023",".0022",
"ÀüÁÖ","¿ùÆò±Õ","",".006",".005",".005",".005",".004",".003",".004",".003",".003",".003",".004",".005",".006",".005",".006",".005",".006",".005",".006",".005",".005",".006",".005",".006",".007",".006",".005",".006",".005",".004",".003",".003",".004",".004",".004",".004",".005",".005",".006",".005",".004",".004",".004",".005",".004",".004",".004",".004",".005",".005",".005",".005",".004",".004",".005",".004",".004",".004",".005",".005",".005",".005",".005",".006",".004",".003",".004",".003",".003","0.004*","0.004*",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0021",".0021",".0021",".002",".0024",".0025",".0024",".0028",".0025",".0022",".0024",".0026",
"±º»ê","¿ùÆò±Õ","",".008",".006",".005",".005",".005",".004",".003",".004",".005",".005",".006",".009",".008",".007",".007",".004",".004",".003",".002",".003",".003",".004",".004",".005",".005",".006",".005",".005",".006",".004",".005",".005",".005",".005",".005",".006",".006",".007",".006",".005",".006",".005",".002",".004",".003",".003",".004",".004",".005",".006",".004",".004",".004",".005",".002",".003",".004","0.005*",".004","0.003*",".005",".005",".004",".005",".005",".005",".004",".004",".005",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003","0.003*","0.003*",".003",".004",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".002",".0024",".0025",".0023",".002",".002",".0019",".0018",".0021",".002",".002",".002",".0019",
"ÀÍ»ê","¿ùÆò±Õ","",".005",".004",".004",".004",".005",".006",".007",".005",".007",".005",".003","0.005*",".004",".004",".004",".003",".004",".004",".003",".003",".003",".004",".004",".005",".005",".005",".005",".005",".006",".005",".004",".004",".004",".004",".005",".005",".005",".005",".006",".005",".005",".005",".003",".003",".004",".004",".004",".004",".005",".005",".004",".004",".005",".006",".004",".003",".004",".004",".004",".004",".005",".004",".004",".003",".003",".002",".002",".002",".002",".002",".003","0.003*",".004",".003",".003",".002",".002",".003",".002",".002",".002",".002",".002",".002",".003",".003","0.003*","0.003*","0.003*",".003",".003",".002","0.002*",".002",".003",".003",".004",".004",".004",".004",".004",".003",".003",".002",".003",".002",".002",".002",".0022",".0024",".0025",".0023",".0025",".0024",".0024",".0026",".0024",".0024",".0021",".0022",
"³²¿ø","¿ùÆò±Õ","",".007",".006",".005",".004",".004",".003",".003",".003",".004",".004",".004",".005",".005",".005",".005",".004",".004",".004",".004",".004",".003",".004",".004",".004",".005","0.005*",".004",".004",".004",".004","0.004*",".003",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".003",".003",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002","0.002*",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0023",".0028",".0027",".0027",".0025",".0026",".0026",".0025",".0022",".0022","0.0022*",".0023",
"Á¤À¾","¿ùÆò±Õ","",".004",".003",".003",".002",".002",".001",".002",".001",".001",".002",".003",".004",".003",".002",".003",".002",".002",".001",".002",".002",".002",".001",".002",".003",".003",".004",".003",".002",".001","","","",".002",".003",".003",".003",".003",".004",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".003",".006",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002","0.002*",".002",".002",".002",".002",".003",".002","0.002*",".002",".003",".002",".003",".002",".002",".002",".002",".003",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".0023",".0025",".0024",".002",".002",".0019",".0019",".002",".002",".0021",".0021",".002",
"°íÃ¢","¿ùÆò±Õ","",".006",".005",".005",".004",".004",".004",".003",".004",".004",".004",".005",".004",".004",".004",".003",".002",".003",".003",".003",".003",".003",".003",".004",".003",".004",".004",".004",".003",".003",".003",".004",".003",".003",".002",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".004",".003",".004",".003",".004",".004",".003",".003",".003",".003",".003",".003",".002",".003",".004","0.003*",".004",".004",".003",".002",".002",".002",".002",".002",".002",".002",".003",".002",".003",".002",".003",".003",".003",".003",".003","0.003*","0.003*",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".0014",".0017",".0019",".0019",".0018",".0019",".0025",".0022",".0024","0.0025*",".0027",".0028",
"ºÎ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","",".002",".002",".002",".002",".002",".002",".003",".004",".004",".004",".004",".003",".003",".004",".003",".003",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".002",".003",".003",".003",".003",".003",".004",".004",".004",".006",".003",".003",".003",".004",".003",".004",".005",".004",".005",".003",".003",".003",".003",".003","0.003**",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".003",".003",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0018",".002",".0018",".0017",".0018",".0016",".0016",".0017",".0016",".0015",".0016",".0015",
"±èÁ¦","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".004",".004",".003",".004",".003",".003",".003",".003",".003",".003",".004",".003",".004",".004",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".004",".003",".004",".005",".004",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0018",".002",".002",".0017",".0017",".0017",".0016",".0018",".0016",".0016",".0017",".0016",
"¿ÏÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".002",".002",".002",".002",".001",".002",".002",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0016",".0016",".0017",".0016",".0016",".0015",".0014",".0015",".0014",".0015",".0015",".0015",
"Áø¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".003",".002",".002",".001",".002",".002",".002",".002",".001",".002",".003",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0019",".0017",".0016",".0015",".0016",".0016",".0015",".0016",".0015",".0015",".0016",".0014",
"¹«ÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".003",".004",".004",".002",".003",".003",".003",".003",".003",".004",".003",".003","0.003*",".003",".003",".003",".004",".004",".005",".004",".003",".003",".002",".002",".002",".002",".003",".002",".003",".003",".004",".003",".003",".003",".003","0.002**",".003",".003",".002",".002",".002",".003",".0023",".002",".002","0.0020**","0.0022*",".0022","0.0025*",".0025",".0021",".002",".0024",".0021",
